p_cum,p_max,id_station,operateur,amenageur,longitude,latitude
9000.0,250.0,FRTSLP31397,Tesla,Tesla,47.853468,47.853468
132.0,60.0,FRPD1PITMJLM,Power Dot France,Power Dot France,6.208286,48.669183
672.0,200.0,FRPD1PIRKMDM,Power Dot France,Power Dot France,-0.488574,43.887204
272.0,100.0,FRPD1PBCMCRX,Power Dot France,Power Dot France,-3.570846,48.270624
244.0,50.0,FRPD1PITMRDF,Power Dot France,Power Dot France,1.609283,50.414179
520.0,130.0,FRTSLP1719,Tesla,Tesla,43.511775,43.511775
672.0,200.0,FRPD1PHOLVIL,Power Dot France,Power Dot France,3.103108,49.238731
632.0,200.0,FRPD1PBBBLVS,Power Dot France,Power Dot France,-1.355046,48.658007
322.0,100.0,FRPD1PITMYVR,Power Dot France,Power Dot France,-0.46918,44.870705
672.0,200.0,FRPD1PCHANEU,Power Dot France,Power Dot France,5.707625,48.366528
432.0,120.0,FRPD1PSUBVER,Power Dot France,Power Dot France,-1.463886,47.185961
3000.0,250.0,FRTSLP7138,Tesla,Tesla,45.952691,45.952691
442.0,160.0,FRPD1PIBSGSA,Power Dot France,Power Dot France,5.927047,45.71821
747.0,187.5,FRPD1PITMLYS,Power Dot France,Power Dot France,1.189441,43.511927
384.0,120.0,FRPD1PMBCLMX,Power Dot France,Power Dot France,2.221778,43.072466
36.0,18.0,FRS77E77338001,Bouygues E&S,Ecocharge77,2.928877,48.335297
90.0,24.0,FRS77E77441001,Bouygues E&S,Ecocharge77,2.746701,48.451259
250.0,100.0,FRPD1PCOHCLM,Power Dot France,Power Dot France,7.36046,48.087587
632.0,200.0,FRPD1PRNTDST,Power Dot France,Power Dot France,5.59911,43.38832
36.0,18.0,FRS77E77153001,Bouygues E&S,Ecocharge77,2.684942,49.053848
632.0,200.0,FRPD1PIBIBIR,Power Dot France,Power Dot France,-0.751824,43.466117
1200.0,150.0,FRTSLP1761,Tesla,Tesla,48.533868,48.533868
322.0,100.0,FRPD1PKFCBJL,Power Dot France,Power Dot France,5.239921,45.595823
547.0,187.5,FRPD1PITMNOI,Power Dot France,Power Dot France,3.764839,45.822576
1388.1702500000001,188.0,FRPD1PLECCHO,Power Dot France,Power Dot France,-0.851421,47.051435
222.0,100.0,FRPD1PSYUNVE,Power Dot France,Power Dot France,7.316358,48.33831
122.0,50.0,FRPD1PSYUTVX,Power Dot France,Power Dot France,5.418197,47.042464
344.0,100.0,FRPD1PIBSMAC,Power Dot France,Power Dot France,4.804604,46.281441
872.17025,200.0,FRPD1PITMBUC,Power Dot France,Power Dot France,2.118335,48.767196
700.0,100.0,FRPD1PCORSTR,Power Dot France,Power Dot France,7.725816,48.651665
432.0,120.0,FRPD1PMARLAM,Power Dot France,Power Dot France,3.093477,50.343246
4000.0,250.0,FRTSLP30257,Tesla,Tesla,49.409907,49.409907
122.0,50.0,FRPD1PNETGUE,Power Dot France,Power Dot France,1.873135,46.162036
44.0,22.0,FRS77E77316006,Bouygues E&S,Ecocharge77,2.7862159,48.334653
354.0,160.0,FRPD1PMATACH,Power Dot France,Power Dot France,7.631494,48.583213
1500.0,250.0,FRTSLP30182,Tesla,Tesla,48.623657,48.623657
900.0,150.0,FRTSLP1766,Tesla,Tesla,48.755101,48.755101
672.0,200.0,FRPD1PGMVOLR,Power Dot France,Power Dot France,-0.615272,43.178857
44.0,22.0,FRS77E77123001,Bouygues E&S,Ecocharge77,2.664208,48.993346
322.0,100.0,FRPD1PKFCVAL,Power Dot France,Power Dot France,4.883138,44.902036
547.0,187.5,FRPD1PACTVDD,Power Dot France,Power Dot France,0.937118,48.737151
632.0,200.0,FRPD1PITMSPD,Power Dot France,Power Dot France,-1.072733,43.726208
502.0,120.0,FRPD1PSATEPA,Power Dot France,Power Dot France,6.077668,45.93667
366.0,50.0,FRPD1PSYUVDB,Power Dot France,Power Dot France,5.944798,49.255884
46.0,24.0,FRS77E77175002,Bouygues E&S,Ecocharge77,2.6332372,48.6528679
122.0,50.0,FRPD1PSYUTRE,Power Dot France,Power Dot France,2.442342,43.203196
792.0,200.0,FRPD1PACCTLB,Power Dot France,Power Dot France,6.508923,46.382027
3000.0,250.0,FRTSLP33181,Tesla,Tesla,43.074792,43.074792
36.0,18.0,FRS77E77310001,Bouygues E&S,Ecocharge77,3.253999,48.383236
132.0,60.0,FRPD1PITMGSY,Power Dot France,Power Dot France,1.609064,49.096542
672.0,200.0,FRPD1PMBCSVS,Power Dot France,Power Dot France,0.120506,46.133508
462.0,120.0,FRPD1PITMPMD,Power Dot France,Power Dot France,-4.229884,48.181874
747.0,187.5,FRPD1PBRTPGY,Power Dot France,Power Dot France,-1.110449,46.153241
572.0,100.0,FRPD1PNETSTQ,Power Dot France,Power Dot France,3.30612,49.829911
344.0,100.0,FRPD1PRTPMRC,Power Dot France,Power Dot France,2.031683,50.366158
36.0,18.0,FRS77E77458001,Bouygues E&S,Ecocharge77,2.73093,48.18083
122.0,50.0,FRPD1PMBRBRG,Power Dot France,Power Dot France,9.440961,42.55232
672.0,200.0,FRPD1PMONLAC,Power Dot France,Power Dot France,-0.747754,46.646394
772.0,100.0,FRPD1PBOUSUL,Power Dot France,Power Dot France,0.649574,48.760971
552.0,160.0,FRPD1PBUFPTL,Power Dot France,Power Dot France,6.330926,46.903756
122.0,50.0,FRPD1PMBRBLW,Power Dot France,Power Dot France,7.257192,47.862323
432.0,120.0,FRPD1PSYSVAG,Power Dot France,Power Dot France,6.714362,48.011984
662.0,160.0,FRPD1PCRFCCN,Power Dot France,Power Dot France,-1.037267,45.07886
122.0,50.0,FRPD1PBCMCHY,Power Dot France,Power Dot France,3.214251,49.625699
122.0,50.0,FRPD1PWELSRT,Power Dot France,Power Dot France,7.446063,47.664622
82.0,60.0,FRPD1PWELHES,Power Dot France,Power Dot France,7.533466,47.579657
547.0,187.5,FRPD1PMRBCHP,Power Dot France,Power Dot France,0.177651,45.688671
672.0,200.0,FRPD1PACTCHO,Power Dot France,Power Dot France,-0.845105,47.075085
394.0,100.0,FRPD1PIBSLGV,Power Dot France,Power Dot France,5.043368,47.271652
792.0,200.0,FRPD1PACTLMN,Power Dot France,Power Dot France,4.771335,45.818628
172.0,100.0,FRPD1PBTHRON,Power Dot France,Power Dot France,1.109209,49.438873
36.0,18.0,FRS77E77042001,Bouygues E&S,Ecocharge77,3.13829,48.8218
5000.0,250.0,FRTSLP30031,Tesla,Tesla,48.103962,48.103962
632.0,200.0,FRPD1PSTJSJS,Power Dot France,Power Dot France,5.430999,45.568248
394.0,100.0,FRPD1PACCSAT,Power Dot France,Power Dot France,0.164805,48.051587
2250.0,250.0,FRTSLP33173,Tesla,Tesla,46.701238,46.701238
632.0,200.0,FRPD1PNETTRY,Power Dot France,Power Dot France,4.081151,48.27369
272.0,100.0,FRPD1PMBCHDY,Power Dot France,Power Dot France,-1.768924,43.349544
2000.0,250.0,FRTSLP29904,Tesla,Tesla,48.616299,48.616299
3000.0,250.0,FRTSLP34981,Tesla,Tesla,47.605183,47.605183
672.0,200.0,FRPD1PBWTGRD,Power Dot France,Power Dot France,-2.416608,47.325342
2748.0,200.0,FRPD1PLCOPPG,Power Dot France,Power Dot France,2.943781,42.702
172.0,100.0,FRPD1PHYGESP,Power Dot France,Power Dot France,0.181047,45.66081
4000.0,250.0,FRTSLP5177,Tesla,Tesla,43.60234,43.60234
194.0,100.0,FRPD1PKFCARL,Power Dot France,Power Dot France,4.63243,43.666113
922.0,100.0,FRPD1PCORROT,Power Dot France,Power Dot France,-0.460938,49.199312
632.0,200.0,FRPD1PMATVXC,Power Dot France,Power Dot France,3.567718,50.461076
36.0,18.0,FRS77E77279001,Bouygues E&S,Ecocharge77,3.034994,48.38625
36.0,18.0,FRS77E77345001,Bouygues E&S,Ecocharge77,3.229534,48.904442
122.0,50.0,FRPD1PSYUSAN,Power Dot France,Power Dot France,1.936546,48.57205
44.0,22.0,FRS77E774470011,Bouygues E&S,Ecocharge77,2.549188,48.557755
44.0,22.0,FRPD1PBWNBDS,Power Dot France,Power Dot France,7.37957,47.80179
1202.0,200.0,FRPD1PLIDBRI,Power Dot France,Power Dot France,3.374025,45.313669
5000.0,250.0,FRTSLP27522,Tesla,Tesla,45.895509,45.895509
552.0,160.0,FRPD1PLBCSDZ,Power Dot France,Power Dot France,4.963936,48.623367
1500.0,250.0,FRTSLP30203,Tesla,Tesla,44.771085,44.771085
524.0,120.0,FRPD1PESCMAC,Power Dot France,Power Dot France,4.823673,46.315926
594.0,100.0,FRPD1PMBRCST,Power Dot France,Power Dot France,2.27007,43.589785
450.0,200.0,FRPD1PORCEGR,Power Dot France,Power Dot France,5.66946,45.238618
672.0,200.0,FRPD1PCHAESS,Power Dot France,Power Dot France,6.246142,48.710534
572.0,100.0,FRPD1PACTLBT,Power Dot France,Power Dot France,6.982312,47.495345
602.0,120.0,FRPD1PSYUSSI,Power Dot France,Power Dot France,-0.013064,45.014684
954.0,180.0,FRPD1PDRTAUR,Power Dot France,Power Dot France,-3.006967,47.665569
36.0,18.0,FRS77E77100001,Bouygues E&S,Ecocharge77,2.79478,48.505161
7000.0,250.0,FRTSLP33155,Tesla,Tesla,48.082979,48.082979
662.0,80.0,FRPD1PACTALB,Power Dot France,Power Dot France,2.660412,49.995617
44.0,22.0,FRS77E77142003,Bouygues E&S,Ecocharge77,2.908856,48.858352
547.0,187.5,FRPD1PITMLBU,Power Dot France,Power Dot France,2.273483,43.547772
662.0,160.0,FRPD1PITMRQF,Power Dot France,Power Dot France,0.559453,44.175871
662.0,160.0,FRPD1PLBCSLV,Power Dot France,Power Dot France,0.440853,44.833314
4000.0,250.0,FRTSLP29579,Tesla,Tesla,45.823795,45.823795
172.0,100.0,FRPD1PGSTFCV,Power Dot France,Power Dot France,2.208255,48.98861
502.0,120.0,FRPD1PPIPBEB,Power Dot France,Power Dot France,5.247452,46.200075
569.0,187.5,FRPD1PSYUMNT,Power Dot France,Power Dot France,4.993478,44.034583
502.0,120.0,FRPD1PITMANG,Power Dot France,Power Dot France,-0.535374,47.455514
3044.0,187.5,FRPD1PIMCSOY,Power Dot France,Power Dot France,0.205011,45.638188
632.0,200.0,FRPD1PBTHLCS,Power Dot France,Power Dot France,4.029371,48.323883
1712.0,200.0,FRPD1PCORSSO,Power Dot France,Power Dot France,3.313403,49.370167
1219.0,200.0,FRPD1PACTCAR,Power Dot France,Power Dot France,-3.554087,48.277567
394.0,100.0,FRPD1PIBIPOU,Power Dot France,Power Dot France,4.567524,47.247971
372.0,100.0,FRPD1PHOLTER,Power Dot France,Power Dot France,3.28317,49.651234
36.0,18.0,FRS77E77184001,Bouygues E&S,Ecocharge77,2.922666,48.312195
672.0,200.0,FRPD1PITMPRM,Power Dot France,Power Dot France,-2.402037,47.923948
132.0,60.0,FRPD1PKFCADZ,Power Dot France,Power Dot France,4.295281,45.524113
732.0,180.0,FRPD1PDMMALB,Power Dot France,Power Dot France,5.909742,45.673994
2769.0,187.5,FRPD1PSYUMTB,Power Dot France,Power Dot France,1.333266,43.988266
36.0,18.0,FRS77E77096001,Bouygues E&S,Ecocharge77,2.700847,48.488678
672.0,200.0,FRPD1PMRBMON,Power Dot France,Power Dot France,6.519104,48.580468
36.0,18.0,FRS77E77377001,Bouygues E&S,Ecocharge77,2.740637,48.714993
7000.0,250.0,FRTSLP30140,Tesla,Tesla,43.533651,43.533651
172.0,100.0,FRPD1PHIPCHR,Power Dot France,Power Dot France,-1.597093,49.605507
222.0,100.0,FRPD1PRLVMTD,Power Dot France,Power Dot France,6.817193,47.499579
632.0,200.0,FRPD1PHOLPAR,Power Dot France,Power Dot France,4.108424,46.467713
672.0,200.0,FRPD1PNETLRL,Power Dot France,Power Dot France,-0.033082,44.587816
569.0,187.5,FRPD1PDUVCEC,Power Dot France,Power Dot France,-1.619169,49.635274
244.0,50.0,FRPD1PBBBARS,Power Dot France,Power Dot France,2.738301,50.299511
886.0,120.0,FRPD1PSYUAMG,Power Dot France,Power Dot France,4.202938,43.693188
36.0,18.0,FRS77E77253001,Bouygues E&S,Ecocharge77,2.694243,48.626202
36.0,18.0,FRS77E77527001,Bouygues E&S,Ecocharge77,3.003289,48.690327
4500.0,250.0,FRTSLP10702,Tesla,Tesla,45.693058,45.693058
122.0,50.0,FRPD1PITMRXB,Power Dot France,Power Dot France,1.093596,49.914235
522.0,50.0,FRPD1PCORCBR,Power Dot France,Power Dot France,3.221218,50.147649
372.0,100.0,FRPD1PIBSCHT,Power Dot France,Power Dot France,4.790138,46.254678
672.0,200.0,FRPD1PCHATRG,Power Dot France,Power Dot France,-2.211317,47.299731
2000.0,250.0,FRTSLP30253,Tesla,Tesla,49.111571,49.111571
44.0,22.0,FRS77E77405001,Bouygues E&S,Ecocharge77,3.18528,48.906219
900.0,150.0,FRTSLP2987,Tesla,Tesla,48.057341,48.057341
632.0,200.0,FRPD1PACCCHA,Power Dot France,Power Dot France,5.146131,48.087062
466.0,100.0,FRPD1PCORRRM,Power Dot France,Power Dot France,6.612041,48.003367
422.17025,200.0,FRPD1PINVCAR,Power Dot France,Power Dot France,2.383874,43.208185
122.0,50.0,FRPD1PSYUARB,Power Dot France,Power Dot France,5.75198,46.915747
36.0,18.0,FRS77E77088001,Bouygues E&S,Ecocharge77,2.568649,48.316978
672.0,200.0,FRPD1PITMUNI,Power Dot France,Power Dot France,1.470931,43.655185
4000.0,250.0,FRTSLP31398,Tesla,Tesla,47.500581,47.500581
1463.0,187.5,FRPD1PITMRSA,Power Dot France,Power Dot France,1.477819,43.535578
272.0,100.0,FRPD1PITMLDV,Power Dot France,Power Dot France,-3.120509,47.759889
672.0,200.0,FRPD1PIBSMLC,Power Dot France,Power Dot France,-3.588706,47.868991
1200.0,150.0,FRTSLP1762,Tesla,Tesla,46.669735,46.669735
672.0,100.0,FRPD1PITMTUL,Power Dot France,Power Dot France,1.775413,45.273067
46.0,24.0,FRS77E77118003,Bouygues E&S,Ecocharge77,2.68868,48.945433
46.0,24.0,FRS77E77175001,Bouygues E&S,Ecocharge77,2.62106068517595,48.66705812787814
6000.0,250.0,FRTSLP29905,Tesla,Tesla,45.573666,45.573666
44.0,22.0,FRS77E77316003,Bouygues E&S,Ecocharge77,2.8160501,48.3746018
632.0,200.0,FRPD1PFSTCSM,Power Dot France,Power Dot France,1.853344,47.896238
1048.0,188.0,FRPD1PCORMLL,Power Dot France,Power Dot France,6.520856,48.578996
1800.0,150.0,FRTSLP2583,Tesla,Tesla,48.830387,48.830387
44.0,22.0,FRPD1PRLCALB,Power Dot France,Power Dot France,2.671477,42.480528
547.0,187.5,FRPD1PPATHBE,Power Dot France,Power Dot France,2.973249,50.40405
792.0,200.0,FRPD1PINVCES,Power Dot France,Power Dot France,1.434633,47.429595
632.0,200.0,FRPD1PBRASAI,Power Dot France,Power Dot France,4.39422,48.944437
662.0,160.0,FRPD1PALDBOE,Power Dot France,Power Dot France,0.631925,44.184872
1000.0,125.0,FRTSLP1727,Tesla,Tesla,50.935041,50.935041
632.0,200.0,FRPD1PMATMLZ,Power Dot France,Power Dot France,6.176023,48.718748
632.0,200.0,FRPD1PCURLGU,Power Dot France,Power Dot France,2.371599,49.867704
44.0,22.0,FRPD1PNOVBLO,Power Dot France,Power Dot France,1.335611,47.591831
672.0,200.0,FRPD1PFJNPSG,Power Dot France,Power Dot France,1.396,43.534636
200.0,100.0,FRS77E77288006,Bouygues E&S,Ecocharge77,2.657548,48.555317
318.0,60.0,FRPD1PLCLBQC,Power Dot France,Power Dot France,-0.430873,47.34128
5000.0,250.0,FRTSLP30184,Tesla,Tesla,47.225998,47.225998
3244.0,187.5,FRPD1PELCPPN,Power Dot France,Power Dot France,2.883467,42.687274
122.0,50.0,FRPD1PGSTVDV,Power Dot France,Power Dot France,6.004123,43.137508
252.0,60.0,FRPD1PCRISOU,Power Dot France,Power Dot France,-1.332811,43.746011
1200.0,150.0,FRTSLP1770,Tesla,Tesla,43.76992,43.76992
432.0,120.0,FRPD1PACNJOY,Power Dot France,Power Dot France,2.162011,48.765443
36.0,18.0,FRS77E77076001,Bouygues E&S,Ecocharge77,3.250729,48.482674
552.0,160.0,FRPD1PALDESN,Power Dot France,Power Dot France,2.512902,48.694318
36.0,18.0,FRS77E77109001,Bouygues E&S,Ecocharge77,3.195108,48.616379
632.0,200.0,FRPD1PACCECL,Power Dot France,Power Dot France,2.838855,48.367294
274.0,60.0,FRPD1PIBSVSP,Power Dot France,Power Dot France,2.499863,49.28863
632.0,200.0,FRPD1PMRCCHA,Power Dot France,Power Dot France,4.920507,45.649403
432.0,120.0,FRPD1PCRISPM,Power Dot France,Power Dot France,-0.491614,43.873152
632.0,200.0,FRPD1PACCTRI,Power Dot France,Power Dot France,-2.210144,47.291959
3000.0,250.0,FRTSLP11606,Tesla,Tesla,45.525196,45.525196
547.0,187.5,FRPD1PITMIST,Power Dot France,Power Dot France,5.115875,47.530068
132.0,60.0,FRPD1PITMHCP,Power Dot France,Power Dot France,2.63803,50.452748
44.0,22.0,FRS77E77053003,Bouygues E&S,Ecocharge77,2.607417,48.690407
122.0,50.0,FRPD1PPYRALM,Power Dot France,Power Dot France,5.381341,43.483894
132.0,60.0,FRPD1PORBVLC,Power Dot France,Power Dot France,3.521656,50.349926
1200.0,150.0,FRTSLP1744,Tesla,Tesla,43.864589,43.864589
36.0,18.0,FRS77E77040001,Bouygues E&S,Ecocharge77,2.570593,48.525444
732.0,80.0,FRPD1PETXFTM,Power Dot France,Power Dot France,3.085726,50.584318
122.0,50.0,FRPD1PETRHGL,Power Dot France,Power Dot France,-1.440271,47.18559
36.0,18.0,FRS77E77336001,Bouygues E&S,Ecocharge77,2.830538,48.768833
342.0,160.0,FRPD1PGSTVVD,Power Dot France,Power Dot France,5.999576,43.136541
557.4,100.0,FRPD1PIBSMNQ,Power Dot France,Power Dot France,5.81357,43.808633
172.0,100.0,FRPD1PSYSALG,Power Dot France,Power Dot France,6.03765,49.347731
122.0,50.0,FRPD1PITMREZ,Power Dot France,Power Dot France,-1.53322,47.17995
36.0,18.0,FRS77E77426001,Bouygues E&S,Ecocharge77,2.828953,48.578262
952.0,200.0,FRPD1PIBSBZR,Power Dot France,Power Dot France,3.278445,43.334417
254.0,60.0,FRPD1PITMLOR,Power Dot France,Power Dot France,-3.388877,47.746397
344.0,150.0,FRPD1PITMNST,Power Dot France,Power Dot France,-0.200001,43.270729
46.0,24.0,FRS77E77118004,Bouygues E&S,Ecocharge77,2.6831629,48.9448571
1200.0,150.0,FRTSLP3020,Tesla,Tesla,43.121166,43.121166
662.0,160.0,FRPD1PCARLAC,Power Dot France,Power Dot France,-1.199501,45.000079
3000.0,250.0,FRTSLP21027,Tesla,Tesla,46.77357,46.77357
36.0,18.0,FRS77E77235001,Bouygues E&S,Ecocharge77,3.054889,48.991291
422.0,100.0,FRPD1PMBRLAN,Power Dot France,Power Dot France,-3.343099,47.774183
122.0,50.0,FRPD1PMBRPEV,Power Dot France,Power Dot France,0.203255,49.284242
46.0,24.0,FRS77E77306002,Bouygues E&S,Ecocharge77,2.686769,48.596839
132.0,60.0,FRPD1PBIOSFL,Power Dot France,Power Dot France,3.056705,45.039744
969.0,187.5,FRPD1PETXRVS,Power Dot France,Power Dot France,2.908253,42.777032
998.0,188.0,FRPD1PCRFLCR,Power Dot France,Power Dot France,3.943523,43.642945
4000.0,250.0,FRTSLP1736,Tesla,Tesla,45.7868,45.7868
412.0,120.0,FRPD1PHLFLTT,Power Dot France,Power Dot France,0.81125,49.476967
722.0,150.0,FRPD1PMATHUN,Power Dot France,Power Dot France,7.575642,47.590602
3000.0,250.0,FRTSLP1764,Tesla,Tesla,49.389739,49.389739
450.0,100.0,FRPD1PSYSCOL,Power Dot France,Power Dot France,7.339896,48.063357
132.0,60.0,FRPD1PGSTORG,Power Dot France,Power Dot France,4.839758,44.117712
1200.0,150.0,FRTSLP7137,Tesla,Tesla,45.518886,45.518886
372.0,100.0,FRPD1PHLFCSD,Power Dot France,Power Dot France,1.526591,44.151245
672.0,200.0,FRPD1PPICRMB,Power Dot France,Power Dot France,1.828089,48.630094
36.0,18.0,FRS77E77300001,Bouygues E&S,Ecocharge77,2.985625,48.941795
772.0,150.0,FRPD1PMATRON,Power Dot France,Power Dot France,3.076174,50.604107
1388.0,188.0,FRPD1PBOUBES,Power Dot France,Power Dot France,6.910811,47.640073
122.0,50.0,FRPD1PITMBER,Power Dot France,Power Dot France,0.477826,44.833108
632.17025,200.0,FRPD1PACTVRN,Power Dot France,Power Dot France,3.252988,49.640966
572.0,100.0,FRPD1PSYSMAX,Power Dot France,Power Dot France,6.173104,48.710644
192.0,120.0,FRPD1PNETLRD,Power Dot France,Power Dot France,-0.039262,43.108874
1622.0,187.5,FRPD1PCRISOY,Power Dot France,Power Dot France,0.207203,45.636651
36.0,18.0,FRS77E77284002,Bouygues E&S,Ecocharge77,2.91257,48.953554
36.0,18.0,FRS77E77099001,Bouygues E&S,Ecocharge77,2.70119,48.149586
254.0,60.0,FRPD1PITMLGC,Power Dot France,Power Dot France,1.352702,43.781307
922.0,150.0,FRPD1PITMBDB,Power Dot France,Power Dot France,-1.686289,47.844228
36.0,18.0,FRS77E77522001,Bouygues E&S,Ecocharge77,3.376131,48.455891
502.0,120.0,FRPD1PCNVVAN,Power Dot France,Power Dot France,-2.790614,47.668869
142.0,60.0,FRPD1PITMELV,Power Dot France,Power Dot France,-2.593953,47.724028
36.0,18.0,FRS77E77335001,Bouygues E&S,Ecocharge77,2.837548,48.973423
172.0,100.0,FRPD1PSYUPCX,Power Dot France,Power Dot France,-4.490191,48.043706
222.0,100.0,FRPD1PNETGHT,Power Dot France,Power Dot France,1.995845,43.767214
672.0,200.0,FRPD1PJARCHA,Power Dot France,Power Dot France,0.184856,45.692817
800.0,100.0,FRPD1PCORHAG,Power Dot France,Power Dot France,7.835907,48.80197
36.0,18.0,FRS77E77244001,Bouygues E&S,Ecocharge77,2.59789,48.283298
344.0,50.0,FRPD1PIMCPAR,Power Dot France,Power Dot France,1.921551,48.759376
432.0,120.0,FRPD1PITMDON,Power Dot France,Power Dot France,-2.083794,47.323479
44.0,22.0,FRS77E77483001,Bouygues E&S,Ecocharge77,2.924843,49.002518
2400.0,150.0,FRTSLP1747,Tesla,Tesla,50.583875,50.583875
264.0,60.0,FRPD1PSYUMEC,Power Dot France,Power Dot France,-0.162739,47.987575
672.0,200.0,FRPD1PBDMSPN,Power Dot France,Power Dot France,2.682708,48.280113
572.0,100.0,FRPD1PMAEABI,Power Dot France,Power Dot France,2.194486,43.929174
46.0,24.0,FRS77E77266002,Bouygues E&S,Ecocharge77,2.8359232,48.456305
132.0,60.0,FRPD1PTSQHBA,Power Dot France,Power Dot France,2.965183,50.386762
262.0,120.0,FRPD1PSTVBEV,Power Dot France,Power Dot France,2.118198,49.430393
36.0,18.0,FRS77E77039001,Bouygues E&S,Ecocharge77,2.588406,48.526657
210.0,50.0,FRPD1PMATVDA,Power Dot France,Power Dot France,3.163945,50.607306
747.0,187.5,FRPD1PIBSPTR,Power Dot France,Power Dot France,0.303683,46.550725
672.0,200.0,FRPD1PCRIORT,Power Dot France,Power Dot France,-0.779962,43.488013
372.0,100.0,FRPD1PSCIEZY,Power Dot France,Power Dot France,1.907746,47.945893
172.0,100.0,FRPD1PACTMGN,Power Dot France,Power Dot France,3.50968,47.972822
1204.1702500000001,200.0,FRPD1PMATCHA,Power Dot France,Power Dot France,6.289943,48.370208
502.0,120.0,FRPD1PVALMOU,Power Dot France,Power Dot France,6.972071,43.612368
1800.0,150.0,FRTSLP1723,Tesla,Tesla,47.017089,47.017089
44.0,22.0,FRS77E77475003,Bouygues E&S,Ecocharge77,2.949626,48.962367
394.0,100.0,FRPD1PCTKSRB,Power Dot France,Power Dot France,4.444629,45.480789
632.0,200.0,FRPD1PMATVRP,Power Dot France,Power Dot France,5.925908,49.470225
662.0,160.0,FRPD1PMBCPMR,Power Dot France,Power Dot France,1.630362,43.105025
672.0,200.0,FRPD1PCCVVNT,Power Dot France,Power Dot France,2.777342,49.410031
172.0,100.0,FRPD1PACTRUE,Power Dot France,Power Dot France,1.667409,50.265174
432.0,120.0,FRPD1PBUFLAN,Power Dot France,Power Dot France,-3.461781,48.745258
192.0,120.0,FRPD1PITMBRO,Power Dot France,Power Dot France,-2.251275,48.324597
1104.0,200.0,FRPD1PGAMCHA,Power Dot France,Power Dot France,-1.054749,46.694325
36.0,18.0,FRS77E77164001,Bouygues E&S,Ecocharge77,2.945185,48.463512
992.0,200.0,FRPD1PMATCYS,Power Dot France,Power Dot France,3.223198,50.566506
594.0,100.0,FRPD1PMTICHO,Power Dot France,Power Dot France,-0.930627,47.060222
3000.0,250.0,FRTSLP29159,Tesla,Tesla,48.985279,48.985279
44.0,22.0,FRS77E77053001,Bouygues E&S,Ecocharge77,2.611432,48.694917
437.5,187.5,FRPD1PCHASAI,Power Dot France,Power Dot France,5.996487,49.198015
132.0,60.0,FRPD1PBUTFRM,Power Dot France,Power Dot France,4.034885,50.023424
998.0,188.0,FRPD1PITSSPD,Power Dot France,Power Dot France,-1.073656,43.725234
892.0,100.0,FRPD1PCORBLO,Power Dot France,Power Dot France,1.296474,47.624291
822.0,100.0,FRPD1PFREBES,Power Dot France,Power Dot France,6.920828,47.642491
316.0,100.0,FRPD1PPATTON,Power Dot France,Power Dot France,-0.936918,45.954554
366.0,50.0,FRPD1PIMCSEC,Power Dot France,Power Dot France,3.052057,50.547417
362.0,120.0,FRPD1PCINROC,Power Dot France,Power Dot France,-1.425939,46.698003
122.0,50.0,FRPD1PVDTPSA,Power Dot France,Power Dot France,6.693174,43.452293
122.0,50.0,FRPD1PBRAVNR,Power Dot France,Power Dot France,3.253794,49.640713
512.0,120.0,FRPD1PACTPLR,Power Dot France,Power Dot France,-2.75448,48.533853
222.0,100.0,FRPD1PMRIFRS,Power Dot France,Power Dot France,-1.094505,45.986276
672.0,200.0,FRPD1PGFECON,Power Dot France,Power Dot France,0.369521,43.951182
122.0,50.0,FRPD1PIBSDOA,Power Dot France,Power Dot France,3.090023,50.379244
172.0,100.0,FRPD1PKYRVIN,Power Dot France,Power Dot France,1.368015,47.583239
6000.0,250.0,FRTSLP30254,Tesla,Tesla,47.32476,47.32476
372.0,100.0,FRPD1PBCPSLS,Power Dot France,Power Dot France,3.015754,42.773496
36.0,18.0,FRS77E77326001,Bouygues E&S,Ecocharge77,2.565315,48.580364
36.0,18.0,FRS77E77046001,Bouygues E&S,Ecocharge77,2.435735,48.257244
2872.0,200.0,FRPD1PCORLIV,Power Dot France,Power Dot France,2.553851,48.928827
36.0,18.0,FRS77E77439001,Bouygues E&S,Ecocharge77,3.023394,48.421993
322.0,100.0,FRPD1PITMSTJ,Power Dot France,Power Dot France,1.507626,43.650337
672.0,200.0,FRPD1PMRFORG,Power Dot France,Power Dot France,1.986175,48.927115
2400.0,150.0,FRTSLP1755,Tesla,Tesla,47.782546,47.782546
432.0,120.0,FRPD1PITMTOU,Power Dot France,Power Dot France,3.312898,47.721449
672.0,200.0,FRPD1PCHAREI,Power Dot France,Power Dot France,4.048526,49.214513
8750.0,250.0,FRTSLP28396,Tesla,Tesla,46.576511,46.576511
272.0,100.0,FRPD1PMBCCHA,Power Dot France,Power Dot France,4.927858,45.651324
3000.0,250.0,FRTSLP29767,Tesla,Tesla,46.340231,46.340231
1297.0,187.5,FRPD1PACTAUB,Power Dot France,Power Dot France,4.407325,44.617911
36.0,18.0,FRS77E77270001,Bouygues E&S,Ecocharge77,2.991441,48.862556
36.0,18.0,FRS77E77455001,Bouygues E&S,Ecocharge77,2.69905,48.652874
574.0,180.0,FRPD1PARCSDZ,Power Dot France,Power Dot France,4.965022,48.623248
244.0,50.0,FRPD1PITMELM,Power Dot France,Power Dot France,1.163636,49.007578
