p_cum,p_max,id_station,operateur,amenageur,longitude,latitude
1047.0,187.5,FRPD1PCORGLG,Power Dot France,Power Dot France,2.418161,48.97489
747.0,187.5,FRPD1PCORGRO,Power Dot France,Power Dot France,7.043609,49.135783
2792.0,200.0,FRPD1PCORHOU,Power Dot France,Power Dot France,6.184486,48.639134
2872.0,200.0,FRPD1PCORLIV,Power Dot France,Power Dot France,2.553851,48.928827
1097.0,187.5,FRPD1PCORMBL,Power Dot France,Power Dot France,6.809088,47.528783
1048.0,188.0,FRPD1PCORMLL,Power Dot France,Power Dot France,6.520856,48.578996
1850.0,200.0,FRPD1PCORMOU,Power Dot France,Power Dot France,6.109586,49.08401
3734.0,200.0,FRPD1PCORREI,Power Dot France,Power Dot France,4.05582,49.216266
1082.0,180.0,FRPD1PCORSBG,Power Dot France,Power Dot France,7.070734,48.739771
1082.0,180.0,FRPD1PCORSMA,Power Dot France,Power Dot France,-1.977587,48.60614
1712.0,200.0,FRPD1PCORSSO,Power Dot France,Power Dot France,3.313403,49.370167
1097.0,187.5,FRPD1PCORSTM,Power Dot France,Power Dot France,6.969748,48.271954
1032.0,180.0,FRPD1PCORTOL,Power Dot France,Power Dot France,5.887007,48.663611
1098.0,188.0,FRPD1PCORVSL,Power Dot France,Power Dot France,6.171672,47.626201
1319.0,187.5,FRPD1PCPNWOP,Power Dot France,Power Dot France,6.17643,49.149649
632.0,200.0,FRPD1PCRFBRD,Power Dot France,Power Dot France,-0.634168,44.860543
662.0,160.0,FRPD1PCRFCCN,Power Dot France,Power Dot France,-1.037267,45.07886
998.0,188.0,FRPD1PCRFLCR,Power Dot France,Power Dot France,3.943523,43.642945
632.0,200.0,FRPD1PCRFSAL,Power Dot France,Power Dot France,-0.873671,44.546977
672.0,200.0,FRPD1PCRIORT,Power Dot France,Power Dot France,-0.779962,43.488013
1622.0,187.5,FRPD1PCRISOY,Power Dot France,Power Dot France,0.207203,45.636651
2304.0,187.5,FRPD1PCTIBGL,Power Dot France,Power Dot France,-0.531427,44.791074
732.0,180.0,FRPD1PCTKLAG,Power Dot France,Power Dot France,0.61759,48.764766
632.0,200.0,FRPD1PCURLGU,Power Dot France,Power Dot France,2.371599,49.867704
672.0,200.0,FRPD1PDEGPSG,Power Dot France,Power Dot France,1.400234,43.534993
732.0,180.0,FRPD1PDMMALB,Power Dot France,Power Dot France,5.909742,45.673994
954.0,180.0,FRPD1PDRTAUR,Power Dot France,Power Dot France,-3.006967,47.665569
592.0,180.0,FRPD1PDTYBGC,Power Dot France,Power Dot France,0.478513,44.834931
569.0,187.5,FRPD1PDUVCEC,Power Dot France,Power Dot France,-1.619169,49.635274
3642.0,300.0,FRPD1PELCMTB,Power Dot France,Power Dot France,1.355941,44.004763
3244.0,187.5,FRPD1PELCPPN,Power Dot France,Power Dot France,2.883467,42.687274
672.0,200.0,FRPD1PESPSMO,Power Dot France,Power Dot France,-1.911214,48.638931
792.0,200.0,FRPD1PETICHA,Power Dot France,Power Dot France,0.703418,47.340363
632.0,200.0,FRPD1PETXFYT,Power Dot France,Power Dot France,3.25513,49.859137
672.0,200.0,FRPD1PETXMTV,Power Dot France,Power Dot France,0.190331,49.523734
632.0,200.0,FRPD1PETXORL,Power Dot France,Power Dot France,1.911527,47.874699
969.0,187.5,FRPD1PETXRVS,Power Dot France,Power Dot France,2.908253,42.777032
672.0,200.0,FRPD1PFJNPSG,Power Dot France,Power Dot France,1.396,43.534636
672.0,200.0,FRPD1PFLTBRG,Power Dot France,Power Dot France,2.370355,47.065916
672.0,200.0,FRPD1PFONCST,Power Dot France,Power Dot France,4.097973,48.304678
3244.0,187.5,FRPD1PFRYNMS,Power Dot France,Power Dot France,4.359641,43.809834
632.0,200.0,FRPD1PFSTCSM,Power Dot France,Power Dot France,1.853344,47.896238
1104.0,200.0,FRPD1PGAMCHA,Power Dot France,Power Dot France,-1.054749,46.694325
1214.0,200.0,FRPD1PGDMISS,Power Dot France,Power Dot France,3.259342,45.520545
672.0,200.0,FRPD1PGFECON,Power Dot France,Power Dot France,0.369521,43.951182
672.0,200.0,FRPD1PGMVOLR,Power Dot France,Power Dot France,-0.615272,43.178857
672.0,200.0,FRPD1PGMVTRB,Power Dot France,Power Dot France,0.072267,43.268014
1691.0,187.5,FRPD1PGRACHA,Power Dot France,Power Dot France,0.357958,46.649006
662.0,160.0,FRPD1PGSTLIV,Power Dot France,Power Dot France,2.552086,48.92545
342.0,160.0,FRPD1PGSTVVD,Power Dot France,Power Dot France,5.999576,43.136541
1216.0,175.0,FRPD1PHF1CMF,Power Dot France,Power Dot France,3.140534,45.785687
792.0,200.0,FRPD1PHF1OLS,Power Dot France,Power Dot France,4.820359,45.715079
712.0,160.0,FRPD1PHF1SPR,Power Dot France,Power Dot France,4.912867,45.70533
832.0,200.0,FRPD1PHF1SRG,Power Dot France,Power Dot France,6.312445,46.22322
632.0,200.0,FRPD1PHLFHRC,Power Dot France,Power Dot France,6.773174,47.581877
632.0,200.0,FRPD1PHLFMTG,Power Dot France,Power Dot France,2.742603,48.003995
632.0,200.0,FRPD1PHOLPAR,Power Dot France,Power Dot France,4.108424,46.467713
672.0,200.0,FRPD1PHOLVIL,Power Dot France,Power Dot France,3.103108,49.238731
392.0,160.0,FRPD1PHOTCLS,Power Dot France,Power Dot France,1.837956,50.943912
672.0,200.0,FRPD1PIBBSFO,Power Dot France,Power Dot France,4.861194,45.690192
632.0,200.0,FRPD1PIBIBIR,Power Dot France,Power Dot France,-0.751824,43.466117
952.0,200.0,FRPD1PIBIMOU,Power Dot France,Power Dot France,-1.429933,46.710539
952.0,200.0,FRPD1PIBSBZR,Power Dot France,Power Dot France,3.278445,43.334417
632.0,200.0,FRPD1PIBSCLS,Power Dot France,Power Dot France,1.879468,50.946896
632.0,200.0,FRPD1PIBSCOU,Power Dot France,Power Dot France,-1.671795,47.243277
442.0,160.0,FRPD1PIBSGSA,Power Dot France,Power Dot France,5.927047,45.71821
732.0,180.0,FRPD1PIBSINV,Power Dot France,Power Dot France,1.14482,49.490191
672.0,200.0,FRPD1PIBSMLC,Power Dot France,Power Dot France,-3.588706,47.868991
569.0,187.5,FRPD1PIBSPRP,Power Dot France,Power Dot France,2.85271,42.680874
747.0,187.5,FRPD1PIBSPTR,Power Dot France,Power Dot France,0.303683,46.550725
672.0,200.0,FRPD1PIBSSLO,Power Dot France,Power Dot France,-1.082424,49.098949
632.0,200.0,FRPD1PIBSVDA,Power Dot France,Power Dot France,3.142761,50.643382
930.0,200.0,FRPD1PIBSVSS,Power Dot France,Power Dot France,4.73835,45.976565
672.0,200.0,FRPD1PIBUCCL,Power Dot France,Power Dot France,2.91936,47.38302
3044.0,187.5,FRPD1PIMCSOY,Power Dot France,Power Dot France,0.205011,45.638188
650.0,200.0,FRPD1PINTECR,Power Dot France,Power Dot France,5.872424,48.679686
672.0,200.0,FRPD1PINTFAI,Power Dot France,Power Dot France,5.135699,48.787186
672.0,200.0,FRPD1PINTJAR,Power Dot France,Power Dot France,5.872343,49.161277
998.17025,188.0,FRPD1PINVBRV,Power Dot France,Power Dot France,1.545203,45.167233
422.17025,200.0,FRPD1PINVCAR,Power Dot France,Power Dot France,2.383874,43.208185
792.0,200.0,FRPD1PINVCES,Power Dot France,Power Dot France,1.434633,47.429595
672.0,200.0,FRPD1PIRKMDM,Power Dot France,Power Dot France,-0.488574,43.887204
672.0,200.0,FRPD1PITMARZ,Power Dot France,Power Dot France,-2.895545,47.546267
632.0,200.0,FRPD1PITMBEB,Power Dot France,Power Dot France,5.228749,46.195546
872.17025,200.0,FRPD1PITMBUC,Power Dot France,Power Dot France,2.118335,48.767196
672.0,200.0,FRPD1PITMCER,Power Dot France,Power Dot France,3.014064,42.706431
2448.5,200.0,FRPD1PITMCPV,Power Dot France,Power Dot France,0.354791,43.112049
2083.0,188.0,FRPD1PITMDAX,Power Dot France,Power Dot France,-1.049971,43.691341
747.0,187.5,FRPD1PITMDST,Power Dot France,Power Dot France,5.597399,43.389436
847.0,187.5,FRPD1PITMFRT,Power Dot France,Power Dot France,1.392134,43.830201
1297.0,187.5,FRPD1PITMGRT,Power Dot France,Power Dot France,1.418643,43.714179
672.0,200.0,FRPD1PITMGSS,Power Dot France,Power Dot France,-3.206997,48.063963
547.0,187.5,FRPD1PITMIST,Power Dot France,Power Dot France,5.115875,47.530068
547.0,187.5,FRPD1PITMLBU,Power Dot France,Power Dot France,2.273483,43.547772
792.0,200.0,FRPD1PITMLLD,Power Dot France,Power Dot France,0.151974,47.639465
747.0,187.5,FRPD1PITMLYS,Power Dot France,Power Dot France,1.189441,43.511927
632.0,200.0,FRPD1PITMMSB,Power Dot France,Power Dot France,5.309821,47.392844
632.0,200.0,FRPD1PITMMSC,Power Dot France,Power Dot France,3.199681,45.262366
1384.5,187.5,FRPD1PITMMTC,Power Dot France,Power Dot France,1.246788,43.964628
747.0,187.5,FRPD1PITMMTG,Power Dot France,Power Dot France,1.153016,45.05648
547.0,187.5,FRPD1PITMNOI,Power Dot France,Power Dot France,3.764839,45.822576
632.0,200.0,FRPD1PITMPAM,Power Dot France,Power Dot France,6.058042,48.920845
632.0,200.0,FRPD1PITMPDC,Power Dot France,Power Dot France,3.242467,45.800158
738.17025,200.0,FRPD1PITMPLG,Power Dot France,Power Dot France,-2.44221,47.273084
1019.0,187.5,FRPD1PITMPLS,Power Dot France,Power Dot France,2.876375,42.641151
1098.0,188.0,FRPD1PITMPLT,Power Dot France,Power Dot France,1.308718,43.569101
769.0,187.5,FRPD1PITMPMN,Power Dot France,Power Dot France,6.888186,43.644633
672.0,200.0,FRPD1PITMPRM,Power Dot France,Power Dot France,-2.402037,47.923948
672.0,200.0,FRPD1PITMPSC,Power Dot France,Power Dot France,1.186651,44.501599
1462.0,180.0,FRPD1PITMPSE,Power Dot France,Power Dot France,1.397205,49.00994
872.0,160.0,FRPD1PITMRPT,Power Dot France,Power Dot France,4.039173,48.264103
662.0,160.0,FRPD1PITMRQF,Power Dot France,Power Dot France,0.559453,44.175871
1463.0,187.5,FRPD1PITMRSA,Power Dot France,Power Dot France,1.477819,43.535578
689.0,187.5,FRPD1PITMSMA,Power Dot France,Power Dot France,-1.997066,48.648777
632.0,200.0,FRPD1PITMSPD,Power Dot France,Power Dot France,-1.072733,43.726208
632.0,200.0,FRPD1PITMSVS,Power Dot France,Power Dot France,5.162487,46.12846
872.0,160.0,FRPD1PITMTRY,Power Dot France,Power Dot France,4.087793,48.30126
672.0,200.0,FRPD1PITMUNI,Power Dot France,Power Dot France,1.470931,43.655185
552.0,160.0,FRPD1PITMVRT,Power Dot France,Power Dot France,0.831174,47.350787
632.0,200.0,FRPD1PITSLPB,Power Dot France,Power Dot France,5.688301,45.529024
998.0,188.0,FRPD1PITSSPD,Power Dot France,Power Dot France,-1.073656,43.725234
812.0,160.0,FRPD1PJARAVR,Power Dot France,Power Dot France,-1.350641,48.655069
672.0,200.0,FRPD1PJARCHA,Power Dot France,Power Dot France,0.184856,45.692817
672.0,200.0,FRPD1PJARGRT,Power Dot France,Power Dot France,1.885459,46.182399
1322.0,200.0,FRPD1PKFCESS,Power Dot France,Power Dot France,6.246837,48.710291
872.0,160.0,FRPD1PKFCNSM,Power Dot France,Power Dot France,2.520786,48.854187
698.0,188.0,FRPD1PKRCLPM,Power Dot France,Power Dot France,5.365963,43.416752
672.0,200.0,FRPD1PKRDTNC,Power Dot France,Power Dot France,-2.205963,47.296938
1500.0,187.5,FRPD1PLABERK,Power Dot France,Power Dot France,0.45486,44.836667
672.0,200.0,FRPD1PLAVGRA,Power Dot France,Power Dot France,-0.640931,44.774555
672.0,200.0,FRPD1PLBCLAO,Power Dot France,Power Dot France,3.656483,49.570199
632.0,200.0,FRPD1PLBCMRL,Power Dot France,Power Dot France,-3.813515,48.596629
552.0,160.0,FRPD1PLBCSDZ,Power Dot France,Power Dot France,4.963936,48.623367
662.0,160.0,FRPD1PLBCSLV,Power Dot France,Power Dot France,0.440853,44.833314
672.0,200.0,FRPD1PLBFGSR,Power Dot France,Power Dot France,1.785202,49.268417
672.0,200.0,FRPD1PLBRPAM,Power Dot France,Power Dot France,1.629874,43.114243
1048.0,188.0,FRPD1PLCLACR,Power Dot France,Power Dot France,2.056611,48.961134
1388.0,188.0,FRPD1PLCLLBN,Power Dot France,Power Dot France,-0.240239,44.928781
2666.0,188.0,FRPD1PLCLLFL,Power Dot France,Power Dot France,-0.054514,47.702006
2748.0,200.0,FRPD1PLCOPPG,Power Dot France,Power Dot France,2.943781,42.702
1388.1702500000001,188.0,FRPD1PLECCHO,Power Dot France,Power Dot France,-0.851421,47.051435
2132.0,200.0,FRPD1PLECQUE,Power Dot France,Power Dot France,-3.421901,47.789996
1202.0,200.0,FRPD1PLIDBRI,Power Dot France,Power Dot France,3.374025,45.313669
672.0,200.0,FRPD1PLSETRC,Power Dot France,Power Dot France,1.800417,49.286719
650.0,200.0,FRPD1PMAILLB,Power Dot France,Power Dot France,7.389328,47.771241
354.0,160.0,FRPD1PMATACH,Power Dot France,Power Dot France,7.631494,48.583213
632.0,200.0,FRPD1PMATALA,Power Dot France,Power Dot France,3.38813,50.189972
1032.1702500000001,200.0,FRPD1PMATARM,Power Dot France,Power Dot France,2.873278,50.682517
872.0,160.0,FRPD1PMATARR,Power Dot France,Power Dot France,2.788903,50.277402
742.0,200.0,FRPD1PMATAUB,Power Dot France,Power Dot France,3.236496,50.334167
610.0,200.0,FRPD1PMATAVL,Power Dot France,Power Dot France,3.93724,50.117069
632.0,200.0,FRPD1PMATCEU,Power Dot France,Power Dot France,5.605446,48.759877
1204.1702500000001,200.0,FRPD1PMATCHA,Power Dot France,Power Dot France,6.289943,48.370208
632.0,200.0,FRPD1PMATCHG,Power Dot France,Power Dot France,6.162857,48.7369
1622.0,187.5,FRPD1PMATCMK,Power Dot France,Power Dot France,4.727058,49.75834
632.0,200.0,FRPD1PMATCMO,Power Dot France,Power Dot France,5.589866,48.759298
632.0,200.0,FRPD1PMATCRI,Power Dot France,Power Dot France,2.475836,50.48419
992.0,200.0,FRPD1PMATCYS,Power Dot France,Power Dot France,3.223198,50.566506
632.0,200.0,FRPD1PMATDEU,Power Dot France,Power Dot France,2.956514,50.737009
900.0,187.5,FRPD1PMATDIE,Power Dot France,Power Dot France,6.714868,48.81191
632.0,200.0,FRPD1PMATDLN,Power Dot France,Power Dot France,2.347789,50.160181
632.0,200.0,FRPD1PMATGRN,Power Dot France,Power Dot France,2.74085,50.446492
659.5,187.5,FRPD1PMATJAR,Power Dot France,Power Dot France,5.863113,49.166006
922.0,187.5,FRPD1PMATLAN,Power Dot France,Power Dot France,3.213065,50.666928
632.0,200.0,FRPD1PMATLQN,Power Dot France,Power Dot France,3.636118,50.249569
632.0,200.0,FRPD1PMATLUR,Power Dot France,Power Dot France,6.501788,47.678885
572.0,200.0,FRPD1PMATMAD,Power Dot France,Power Dot France,3.074011,50.658144
632.0,200.0,FRPD1PMATMLZ,Power Dot France,Power Dot France,6.176023,48.718748
672.0,200.0,FRPD1PMATMRG,Power Dot France,Power Dot France,6.645092,48.924487
547.0,187.5,FRPD1PMATNEU,Power Dot France,Power Dot France,5.692422,48.352668
547.0,187.5,FRPD1PMATRMV,Power Dot France,Power Dot France,6.636644,48.341103
632.0,200.0,FRPD1PMATSAM,Power Dot France,Power Dot France,3.429659,50.453807
547.0,187.5,FRPD1PMATSMX,Power Dot France,Power Dot France,6.213592,48.701169
1297.0,187.5,FRPD1PMATTGF,Power Dot France,Power Dot France,3.173292,50.7356
632.17025,200.0,FRPD1PMATTHN,Power Dot France,Power Dot France,7.105823,47.807926
632.0,200.0,FRPD1PMATTHV,Power Dot France,Power Dot France,6.423706,48.246644
632.0,200.0,FRPD1PMATVRP,Power Dot France,Power Dot France,5.925908,49.470225
632.0,200.0,FRPD1PMATVXC,Power Dot France,Power Dot France,3.567718,50.461076
662.0,160.0,FRPD1PMBCBIA,Power Dot France,Power Dot France,0.667247,44.403267
672.0,200.0,FRPD1PMBCCBO,Power Dot France,Power Dot France,-1.413818,43.355552
672.0,200.0,FRPD1PMBCHGT,Power Dot France,Power Dot France,-0.611978,43.637376
662.0,160.0,FRPD1PMBCPMR,Power Dot France,Power Dot France,1.630362,43.105025
672.0,200.0,FRPD1PMBCSJU,Power Dot France,Power Dot France,0.919411,45.896826
672.0,200.0,FRPD1PMBCSVS,Power Dot France,Power Dot France,0.120506,46.133508
748.0,188.0,FRPD1PMBPCAO,Power Dot France,Power Dot France,4.781963,45.804551
672.0,200.0,FRPD1PMBRBRE,Power Dot France,Power Dot France,-0.481346,46.832953
598.0,188.0,FRPD1PMBRDVZ,Power Dot France,Power Dot France,4.691296,45.256256
748.0,188.0,FRPD1PMBRLLB,Power Dot France,Power Dot France,0.530555,49.521873
982.0,160.0,FRPD1PMBRMTB,Power Dot France,Power Dot France,1.332604,43.987945
632.0,200.0,FRPD1PMBRPLM,Power Dot France,Power Dot France,4.11387,46.46719
548.0,188.0,FRPD1PMBRPSE,Power Dot France,Power Dot France,4.639736,44.240638
632.0,200.0,FRPD1PMBRPTR,Power Dot France,Power Dot France,0.366346,46.566813
632.0,200.0,FRPD1PMBRSDV,Power Dot France,Power Dot France,6.937991,48.290646
672.0,200.0,FRPD1PMBRSFU,Power Dot France,Power Dot France,-1.173167,46.857958
548.0,188.0,FRPD1PMBRSRC,Power Dot France,Power Dot France,0.343418,49.528182
672.0,200.0,FRPD1PMBRSVN,Power Dot France,Power Dot France,-1.933102,47.372259
672.0,200.0,FRPD1PMBRTHO,Power Dot France,Power Dot France,-0.197892,46.977049
632.0,200.0,FRPD1PMDMPMR,Power Dot France,Power Dot France,1.624334,43.099439
672.0,200.0,FRPD1PMONCHA,Power Dot France,Power Dot France,-1.049519,46.681569
672.0,200.0,FRPD1PMONLAC,Power Dot France,Power Dot France,-0.747754,46.646394
1225.0,187.5,FRPD1PMRBALS,Power Dot France,Power Dot France,4.105347,44.133891
547.0,187.5,FRPD1PMRBCHP,Power Dot France,Power Dot France,0.177651,45.688671
632.0,200.0,FRPD1PMRBCSC,Power Dot France,Power Dot France,4.964155,46.115984
672.0,200.0,FRPD1PMRBMON,Power Dot France,Power Dot France,6.519104,48.580468
632.0,200.0,FRPD1PMRCCHA,Power Dot France,Power Dot France,4.920507,45.649403
654.17025,200.0,FRPD1PMRCCNA,Power Dot France,Power Dot France,4.810014,45.316765
632.0,200.0,FRPD1PMRCVFT,Power Dot France,Power Dot France,5.166847,45.627215
672.0,200.0,FRPD1PMRFORG,Power Dot France,Power Dot France,1.986175,48.927115
672.0,200.0,FRPD1PNETLRL,Power Dot France,Power Dot France,-0.033082,44.587816
632.0,200.0,FRPD1PNETSST,Power Dot France,Power Dot France,-1.322,43.74703
632.0,200.0,FRPD1PNETTRY,Power Dot France,Power Dot France,4.081151,48.27369
672.0,200.0,FRPD1PNTOLNN,Power Dot France,Power Dot France,-3.446274,48.740144
632.0,200.0,FRPD1PNVLPPN,Power Dot France,Power Dot France,2.900965,42.782198
450.0,200.0,FRPD1PORCEGR,Power Dot France,Power Dot France,5.66946,45.238618
547.0,187.5,FRPD1PPATHBE,Power Dot France,Power Dot France,2.973249,50.40405
2409.0,187.5,FRPD1PPATIDA,Power Dot France,Power Dot France,5.224693,45.616411
672.0,200.0,FRPD1PPICRMB,Power Dot France,Power Dot France,1.828089,48.630094
672.0,200.0,FRPD1PPOMVDB,Power Dot France,Power Dot France,2.270805,48.650948
632.0,200.0,FRPD1PPVCDTS,Power Dot France,Power Dot France,5.602138,43.383751
632.0,200.0,FRPD1PRNTDST,Power Dot France,Power Dot France,5.59911,43.38832
872.0,160.0,FRPD1PRODPRX,Power Dot France,Power Dot France,4.095957,46.029118
1384.5,187.5,FRPD1PRPAAIG,Power Dot France,Power Dot France,0.645287,48.759955
632.0,200.0,FRPD1PRSTTRG,Power Dot France,Power Dot France,-2.76187,48.489341
672.0,200.0,FRPD1PRTLPRV,Power Dot France,Power Dot France,4.606213,44.718272
672.0,200.0,FRPD1PRTPAMB,Power Dot France,Power Dot France,1.015289,47.416967
672.17025,200.0,FRPD1PRTPFLR,Power Dot France,Power Dot France,-0.577051,48.733926
672.0,200.0,FRPD1PRTPVAG,Power Dot France,Power Dot France,0.881137,44.112488
872.0,160.0,FRPD1PRTPVIR,Power Dot France,Power Dot France,-0.87713,48.857369
672.0,200.0,FRPD1PSATBLT,Power Dot France,Power Dot France,7.503438,47.592707
747.0,187.5,FRPD1PSCISCM,Power Dot France,Power Dot France,5.024199,43.410246
