p_max,p_cum,id_station,operateur,amenageur,longitude,latitude
300.0,450.0,FRHPCPNF078228,TotalEnergies Marketing France,TotalEnergies Marketing France,1.832162,48.570483
100.0,922.0,FRPD1PELCPPN02,Power Dot France,Power Dot France,2.883467,42.687274
50.0,122.0,FRSE1PSE45NSBB,STATIONS-E,STATIONS-E,2.732479,47.974576
22.0,44.0,FRESEPS42218BU,E-Totem,SEMOB,4.383267,45.444485
400.0,1422.0,FRELCPPLRBO,Electra,Electra,2.238392,48.77325
7.4,7.4,FRGYMPAE0022H1GS3C00423M,GEEVE,GEEVE,0.361279,46.6634337
150.0,300.0,FRIZFPFAST90,IZIVIA,IZIVIA FAST,5.400666,43.272474
50.0,144.16,FRDRVPCRFMKT271901,DRIVECO,DRIVECO,0.934944,48.956704
350.0,1543.0,FRIOYP345,Ionity,Ionity,1.633507,48.992969
50.0,100.0,FRSE1PSE91BMTR,STATIONS-E,STATIONS-E,2.529534,48.678475
150.0,450.0,FRHPCPNF011642,TotalEnergies Marketing France,TotalEnergies Marketing France,-1.295732,49.38024
22.0,44.0,FRALLPGO800859,Allego,Allego,1.1723485,49.0064926
150.0,150.0,FRBMPP179918P50057542703577,Bump,Bump,7.75894,48.56829
22.0,44.0,FRALLPGO900812,Allego,Allego,2.449712,48.5852966
100.0,594.0,FRPD1PIBSHGN,Power Dot France,Power Dot France,7.756492,48.827812
150.0,300.0,FRGYMPEVBDC1100800001,GEEVE,GREENYELLOW EMOBILITY,-1.407956,48.263477
22.0,44.0,FRALLPGO900564,Allego,Allego,4.6147028,43.817035
300.0,2250.5,FRVIAP103102,ENGIE Vianeo,ENGIE Vianeo,4.72858,45.902756
50.0,122.0,FRPD1PETRHGL,Power Dot France,Power Dot France,-1.440271,47.18559
22.0,44.0,FRALLPGO900610,Allego,Allego,1.3075025,45.7788425
200.0,672.0,FRPD1PKFCESS01,Power Dot France,Power Dot France,6.246837,48.710291
200.0,632.0,FRPD1PMRCVFT,Power Dot France,Power Dot France,5.166847,45.627215
22.0,90.3,FRMGPP94053A,SPIE CityNetworks,Métropolis,2.54882,48.774399
300.0,300.0,FRGYMP23BZ4379A,GEEVE,GREENYELLOW EMOBILITY,2.9562983,50.6278685
120.0,412.0,FRPD1PACTVDR,Power Dot France,Power Dot France,2.027079,44.358786
100.0,366.0,FRPD1PBALDIJ,Power Dot France,Power Dot France,5.069585,47.351297
150.0,522.0,FRETIP59606A,E-Totem,E-TOTEM IRVE LAPEYRE,3.45968,50.335561
22.0,22.0,FRSE1PSE44NABG,STATIONS-E,STATIONS-E,-1.508996,47.246588
22.0,44.0,FRALLPGO900631,Allego,Allego,6.7038915,43.4431074
300.0,1422.0,FRELCPSMHCO,Electra,Electra,5.757481,45.165201
24.0,46.0,FRSE1PSE45SACA,STATIONS-E,STATIONS-E,1.954188,47.877096
22.0,22.0,FRWA2PWAAT16981,WAAT - PROUDREED,RAINBOW DEV,5.8511034,43.1136186
100.0,572.0,FRPD1PITMISM,Power Dot France,Power Dot France,-1.098424,49.313098
180.0,742.0,FRMGPP92040K,SPIE CityNetworks,Métropolis,2.285116,48.829678
180.0,742.0,FRETIP14762A,E-Totem,E-TOTEM INFRA COOP U,-0.888162,48.82662
100.0,172.0,FRPD1PBTHRON,Power Dot France,Power Dot France,1.109209,49.438873
50.0,244.0,FRPD1PITMLNG,Power Dot France,Power Dot France,5.339736,47.872185
22.0,48.0,FRV75P902001,TotalEnergies Marketing France,TotalEnergies Marketing France,2.397724,48.86424
300.0,1222.0,FRELCPSMPHK,Electra,Electra,4.355112,48.97935
150.0,300.0,FRIZFPFAST452,IZIVIA,IZIVIA FAST,2.563357,48.622999
22.0,90.3,FRMGPP93063C,SPIE CityNetworks,Métropolis,2.434659,48.885197
120.0,432.0,FRPD1PBBFCON,Power Dot France,Power Dot France,1.334201,43.650641
50.0,50.0,FRGLYPLYON178,IZIVIA,IZIVIA FMET 1,4.857939,45.757145
22.0,66.0,FREVZP466050488066472A90E0FC887C1A2,EVzen,SMEG DEVELOPPEMENT,4.48163,47.130173
150.0,300.0,FRIZFPFAST159,IZIVIA,IZIVIA FAST,-3.915257,47.890069
22.0,22.0,FRSE1PSE44NABF,STATIONS-E,STATIONS-E,-1.508996,47.246588
22.0,44.0,FRALLPGO900783,Allego,Allego,-1.1033687,46.1112074
7.0,42.0,FRV75PPX1811,TotalEnergies Marketing France,TotalEnergies Marketing France,2.337554,48.88508
50.0,144.16,FRDRVPCRFMKT784501,DRIVECO,DRIVECO,2.003008,48.818729
7.0,42.0,FRV75PPX0906,TotalEnergies Marketing France,TotalEnergies Marketing France,2.346653,48.873589
22.0,44.0,FRALLPGO900769,Allego,Allego,3.5172901,50.3348102
25.0,72.0,FRS63P63070A,SPIE CityNetworks,TERRITOIRE D'ENERGIE DU PUY-DE-DOME (TE 63),3.060217,45.739983
100.0,172.0,FRPD1PACTMGN,Power Dot France,Power Dot France,3.50968,47.972822
160.0,552.0,FRPD1PSSUSGB,Power Dot France,Power Dot France,5.243127,46.755033
250.0,5500.0,FRTSLP27522,Tesla,Tesla,3.137878,45.895509
7.0,35.0,FRV75PPX1706,TotalEnergies Marketing France,TotalEnergies Marketing France,2.3283,48.8955
7.4,29.6,FRMGPP93006B,SPIE CityNetworks,Métropolis,2.42693,48.877739
300.0,600.0,FRALLPGO900117,Allego,Allego,2.6593619,48.8394677
300.0,1800.0,FRHPCPNF058707,TotalEnergies Marketing France,TotalEnergies Marketing France,2.443813,48.916634
120.0,472.0,FRPD1PZOCPZN,Power Dot France,Power Dot France,3.418791,43.452592
24.0,46.0,FRSE1PSE33ABCA,STATIONS-E,STATIONS-E,-0.482896,44.927664
300.0,600.0,FRALLPGO800122,Allego,Allego,3.1426462,45.7574483
350.0,1543.0,FRIOYP143,Ionity,Ionity,5.109707,47.032073
50.0,144.16,FRDRVPGKUW,DRIVECO,DRIVECO,-0.587237,43.657881
22.0,44.0,FRALLPGO999042,Allego,Allego,1.0976854,49.3290423
25.0,144.0,FRMGPP92051E,SPIE CityNetworks,Métropolis,2.265676,48.885128
50.0,144.16,FRDRVPCRFMKT278001,DRIVECO,DRIVECO,0.713178,49.200276
300.0,600.0,FRALLPGO800423,Allego,Allego,-0.0831179,47.9122925
200.0,3244.0,FRPD1PASCCOR,Power Dot France,Power Dot France,4.057986,49.214092
50.0,122.0,FREVZPE442E367985F4B57B2C9D570227B1,EVzen,SMEG DEVELOPPEMENT,4.145446,48.536291
7.4,29.6,FRMGPP92063J,SPIE CityNetworks,Métropolis,2.191375,48.883648
300.0,1800.0,FRHPCPNF080017,TotalEnergies Marketing France,TotalEnergies Marketing France,2.301635,48.739342
180.0,382.0,FREVZP585EF1959F66417C9DCF490E9D2F2,EVzen,SMEG DEVELOPPEMENT,-0.669482,44.831088
200.0,742.0,FRPD1PIBIWAS,Power Dot France,Power Dot France,3.133368,50.683698
150.0,644.0,FRATLPFR00292,Atlante France,Atlante,1.30599,43.604839
200.0,632.0,FRPD1PMATGRN,Power Dot France,Power Dot France,2.74085,50.446492
150.0,472.0,FRMGPP92040J,SPIE CityNetworks,Métropolis,2.260638,48.816811
150.0,350.0,FRALLPGO900245,Allego,Allego,2.3854263,48.9482108
300.0,650.0,FRALLPGO900251,Allego,Allego,-1.1033687,46.1112074
50.0,244.0,FRVIAP142068,ENGIE Vianeo,ENGIE Vianeo,5.390674,43.29206
50.0,144.16,FRDRVPCRFMKT765701,DRIVECO,DRIVECO,0.954773,49.563524
22.0,156.3,FRMGPP92063C,SPIE CityNetworks,Métropolis,2.172349,48.88533
22.0,132.0,FRETIP26324B,E-Totem,E-TOTEM INFRADIV 2,4.762839,44.345472
100.0,222.0,FRTCBP03302,TotalEnergies Charging Services,TotalEnergies Charging Services,2.82308,49.41911
300.0,2784.5,FRVIAP102117,ENGIE Vianeo,ENGIE Vianeo,3.046085,50.531585
400.0,3420.0,FRELCPBDALE,Electra,Electra,2.039009,48.799557
120.0,432.0,FRPD1PMARLAM,Power Dot France,Power Dot France,3.093477,50.343246
300.0,600.0,FRALLPGO900504,Allego,Allego,2.449712,48.5852966
25.0,72.0,FRS63P63305A,SPIE CityNetworks,TERRITOIRE D'ENERGIE DU PUY-DE-DOME (TE 63),2.805302,45.684002
24.0,46.0,FRSE1PSE77MSRA,STATIONS-E,STATIONS-E,2.662357,48.614319
25.0,72.0,FRS63P63019A,SPIE CityNetworks,TERRITOIRE D'ENERGIE DU PUY-DE-DOME (TE 63),3.168743,45.795586
350.0,1543.0,FRIOYP219,Ionity,Ionity,-0.598208,43.421797
24.0,46.0,FRSE1PSE77MXYA,STATIONS-E,STATIONS-E,2.880671,48.956517
7.0,42.0,FRV75PPX0819,TotalEnergies Marketing France,TotalEnergies Marketing France,2.310832,48.877833
200.0,632.0,FRPD1PMATVRP,Power Dot France,Power Dot France,5.925908,49.470225
22.0,90.3,FRMGPP93027C,SPIE CityNetworks,Métropolis,2.384065,48.922955
22.0,44.0,FRALLPGO002035,Allego,Allego,4.3612826,43.8111275
200.0,572.0,FRPD1PMATMAD,Power Dot France,Power Dot France,3.074011,50.658144
60.0,262.0,FREVAP22168D,SPIE CityNetworks,CityFMET,-3.483923,48.831776
22.0,44.0,FRALLPGO900691,Allego,Allego,6.4775209,48.1974139
320.0,480.0,FRIENP002202,NW IECharge,NW IECharge,6.703989,48.464876
22.0,44.0,FRALLPGO900531,Allego,Allego,4.0588054,46.0664066
22.0,48.0,FRV75P901208,TotalEnergies Marketing France,TotalEnergies Marketing France,2.374883,48.841204
320.0,480.0,FRIENP07501,NW IECharge,NW IECharge,0.971485,44.897072
187.5,2250.0,FRPD1PIMCORC,Power Dot France,Power Dot France,3.233937,50.473145
150.0,300.0,FRIZFPFAST266,IZIVIA,IZIVIA FAST,4.851584,50.134312
300.0,2488.0,FRATLPFR00899,Atlante France,Atlante,0.97229,49.52929
7.0,35.0,FRV75PPX1116,TotalEnergies Marketing France,TotalEnergies Marketing France,2.387246,48.849967
150.0,300.0,FRALLPGO900913,Allego,Allego,4.3918817,43.8184849
150.0,300.0,FRALLPGO900347,Allego,Allego,-0.8014703,48.0794097
25.0,47.0,FRSE1PSE77MXAA,STATIONS-E,STATIONS-E,2.892363,48.957742
350.0,2643.0,FRIOYP74,Ionity,Ionity,7.0365,43.592
50.0,144.16,FRDRVPCRFMKT511701,DRIVECO,DRIVECO,3.685594,49.309
200.0,672.0,FRPD1PPICRMB,Power Dot France,Power Dot France,1.828089,48.630094
150.0,522.0,FRETIP77379A,E-Totem,E-TOTEM INFRADIV 2,3.310481,48.559319
300.0,600.0,FRALLPGO900317,Allego,Allego,-0.4806879,46.3179634
200.0,822.0,FRELCPSDIDA,Electra,Electra,4.963106,48.622914
22.0,44.0,FRALLPGO900877,Allego,Allego,4.859004,46.7742482
7.0,41.0,FRV75PPX1719,TotalEnergies Marketing France,TotalEnergies Marketing France,2.303501,48.884951
22.0,134.29999995231628,FRETIP64122U,E-Totem,E-TOTEM INFRA BIARRITZ,-1.545746,43.487522
200.0,672.0,FRPD1PACTMON,Power Dot France,Power Dot France,3.55224,47.845847
320.0,480.0,FRIENP000701,NW IECharge,NW IECharge,-2.0556535,47.2038483
50.0,144.16,FRDRVPCRFMKT154001,DRIVECO,DRIVECO,2.668462,45.287259
150.0,600.0,FRIZFPFAST544,IZIVIA,IZIVIA FAST,3.089858,50.380435
22.0,22.0,FRWA2PWAAT12355,WAAT - PROUDREED,QUARTZ PROPERTIES,4.907239334,45.712320924
150.0,600.0,FRBMPP185046P50011078004344,Bump,Bump,4.440578,46.779875
200.0,632.0,FRPD1PACTVRN,Power Dot France,Power Dot France,3.252988,49.640966
320.0,480.0,FRIENP000501,NW IECharge,NW IECharge,-3.038878,47.878668
150.0,1043.0,FRHPCPNF059499TOTEMSA,TotalEnergies Marketing France,TotalEnergies Marketing France,6.670919,43.46707
150.0,300.0,FRIZFPFAST88,IZIVIA,IZIVIA FAST,5.34183,43.351004
150.0,1200.0,FRTSLP3045,Tesla,Tesla,3.335433,49.786878
22.0,44.0,FRALLPGO999033,Allego,Allego,3.8442341,43.6490868
50.0,144.16,FRDRVPCRFMKT536001,DRIVECO,DRIVECO,-0.403885,48.152383
47.0,94.0,FRWA2PDE4040B1GPCC000741,WAAT - PROUDREED,QUARTZ PROPERTIES,4.7687121,45.8061824
150.0,1200.0,FRTSLP1742,Tesla,Tesla,-1.55044,47.282833
300.0,1600.0,FRHPCPNF080193TOTEMSA,TotalEnergies Marketing France,TotalEnergies Marketing France,7.363451,48.759935
250.0,2000.0,FRTSLP10696,Tesla,Tesla,-1.033224,46.88961
300.0,600.0,FRALLPGO800149,Allego,Allego,2.0773038,49.0039489
150.0,600.0,FRIZFPFAST373,IZIVIA,IZIVIA FAST,6.940674,43.645491
150.0,622.0,FRATLPFR00350,Atlante France,Atlante,7.365763,48.126868
22.0,22.0,FRWA2PWAAT13271,WAAT - PROUDREED,PARIS HEXAGONE PROPERTIES,6.1516739,47.6365264
150.0,300.0,FRALLPGO900101,Allego,Allego,2.6029589,46.3459445
150.0,344.0,FRBMPP154415P50087055396899,Bump,Bump,-0.87413,49.246074
7.0,42.0,FRV75PPX2003,TotalEnergies Marketing France,TotalEnergies Marketing France,2.390696,48.867322
120.0,252.0,FREVZP60645100D364426FAEA1B541E9A22,EVzen,SMEG DEVELOPPEMENT,0.107782,45.62177
175.0,450.0,FRHPCPNF080200TOTEM,TotalEnergies Marketing France,TotalEnergies Marketing France,6.072417,45.877047
7.0,28.0,FRV75PPX0801,TotalEnergies Marketing France,TotalEnergies Marketing France,2.30362,48.869645
25.0,47.0,FRSE1PSE77CVAA,STATIONS-E,STATIONS-E,2.575383,48.659936
150.0,600.0,FRIZFPFAST100,IZIVIA,IZIVIA FAST,2.318811,49.907417
25.0,72.0,FRESEPS42275AD,E-Totem,SEMOB,4.382443,45.477253
150.0,300.0,FRALLPGO900381,Allego,Allego,6.0799243,46.2945902
350.0,1543.0,FRIOYP55,Ionity,Ionity,1.387747,47.665741
150.0,300.0,FRALLPGO900088,Allego,Allego,-0.5157816,44.8656464
7.0,28.0,FRV75PPX1011,TotalEnergies Marketing France,TotalEnergies Marketing France,2.350962,48.880124
150.0,622.0,FRELCPVDOBH,Electra,Electra,-0.587263,44.783785
150.0,450.0,FRBMPP179918P67482E10823850,Bump,Bump,7.75894,48.56829
47.0,94.0,FRWA2PDE4040B1GPCC00014S,WAAT - PROUDREED,QUARTZ PROPERTIES,2.501779,48.9762906
300.0,4844.0,FRATLPFR00295,Atlante France,Atlante,1.61121,47.76725
250.0,7000.0,FRTSLP30207,Tesla,Tesla,4.880108,43.980282
7.0,42.0,FRV75PPX1014,TotalEnergies Marketing France,TotalEnergies Marketing France,2.36289,48.87484
300.0,5244.0,FRELCPAAARZS,Electra,Electra,2.220567,43.217186
22.0,44.0,FRALLPGO800336,Allego,Allego,7.5801878,48.5390273
24.0,46.0,FRSE1PSE57RMTA,STATIONS-E,STATIONS-E,6.170974,49.274482
50.0,143.0,FRVIAP141038,ENGIE Vianeo,ENGIE Vianeo,7.682458,48.555833
24.0,46.0,FRSE1PSE72SABA,STATIONS-E,STATIONS-E,0.459947,48.274377
180.0,742.0,FREVAP36044C,SPIE CityNetworks,CityFMET,1.698618,46.816048
180.0,360.0,FRIZFPFAST218,IZIVIA,IZIVIA FAST,1.514822,43.564853
7.0,28.0,FRV75PPX0808,TotalEnergies Marketing France,TotalEnergies Marketing France,2.325922,48.883016
300.0,1222.0,FRELCPBEZIM,Electra,Electra,3.209869,43.365619
100.0,466.0,FRPD1PCORDOL,Power Dot France,Power Dot France,5.455018,47.065539
100.0,488.0,FRVIAP124001,ENGIE Vianeo,ENGIE Vianeo,2.050291,47.207878
22.0,22.0,FRWA2PWAAT13263,WAAT - PROUDREED,RINGMERIT EPSILON,2.3472648,49.0072478
25.0,47.0,FRSE1PSE44NPCA,STATIONS-E,STATIONS-E,-1.507665,47.246902
320.0,480.0,FRIENP005201,NW IECharge,NW IECharge,3.06458,46.579872
200.0,672.0,FRPD1PMAJWIT,Power Dot France,Power Dot France,7.309348,47.798301
22.0,44.0,FRALLPGO900621,Allego,Allego,5.9443689,45.5736435
120.0,432.0,FRPD1PCINHEN,Power Dot France,Power Dot France,2.973937,50.405918
100.0,772.0,FRPD1PBOUBES,Power Dot France,Power Dot France,6.910811,47.640073
150.0,300.0,FRALLPGO600005,Allego,Allego,1.2951535,45.8174276
350.0,1543.0,FRIOYP216,Ionity,Ionity,-1.418951,43.585904
22.0,44.0,FRALLPGO002081,Allego,Allego,-3.3447835,47.7762883
7.0,28.0,FRV75PPX0202,TotalEnergies Marketing France,TotalEnergies Marketing France,2.350884,48.868008
25.0,47.0,FRSE1PSE91BACA,STATIONS-E,STATIONS-E,2.274104,48.431249
22.0,134.3,FRMGPP93048A,SPIE CityNetworks,Métropolis,2.443641,48.861534
200.0,672.0,FRPD1PAUBPTL,Power Dot France,Power Dot France,6.339066,46.907665
22.0,132.0,FRBMPP29049P,Bump,Bump,2.212891,48.846886
150.0,300.0,FRALLPGO800185,Allego,Allego,4.8351965,46.7947193
150.0,150.0,FRBMPP212715P50044650814120,Bump,Bump,0.531937,48.527621
7.4,44.4,FRMGPP93049B,SPIE CityNetworks,Métropolis,2.511225,48.855804
22.0,48.0,FRV75P901307,TotalEnergies Marketing France,TotalEnergies Marketing France,2.367798,48.82312
100.0,200.0,FRALLPGO800997,Allego,Allego,1.2632598,45.8708278
24.0,46.0,FRSE1PSE62FABA,STATIONS-E,STATIONS-E,2.134278,50.513749
60.0,132.0,FRPD1POPZETZ,Power Dot France,Power Dot France,7.652403,48.541461
22.0,90.3,FRMGPP93048F,SPIE CityNetworks,Métropolis,2.479014,48.864372
22.0,22.0,FRWA2PWAAT13087,WAAT - PROUDREED,SHEET ANCHOR FRANCE,-0.6785737,44.8482332
150.0,300.0,FRIZFPFAST325,IZIVIA,IZIVIA FAST,-4.311924,48.561882
200.0,400.0,FRALLPGO800469,Allego,Allego,2.1865048,47.144822
24.0,46.0,FRSE1PSE57FADA,STATIONS-E,STATIONS-E,6.093191,49.306244
50.0,122.0,FRPD1PSPASAZ,Power Dot France,Power Dot France,4.683839,43.947339
22.0,44.0,FRALLPGO900819,Allego,Allego,4.75095,45.583737
7.4,29.6,FRMGPP93014A,SPIE CityNetworks,Métropolis,2.54646,48.910393
150.0,300.0,FRGYMP23BZ9150B,GEEVE,GREENYELLOW EMOBILITY,1.4752378,43.6434215
25.0,72.0,FRS63P63458B,SPIE CityNetworks,TERRITOIRE D'ENERGIE DU PUY-DE-DOME (TE 63),3.18492,45.477787
320.0,480.0,FRIENP003901,NW IECharge,NW IECharge,-1.40054,49.194108
24.0,46.0,FRSE1PSE33LAEA,STATIONS-E,STATIONS-E,-1.079073,44.977336
150.0,644.0,FRATLPFR00265,Atlante France,Atlante,-4.106007,47.979312
350.0,3152.0,FRIOYP643,Ionity,Ionity,1.440653,45.161043
300.0,600.0,FRALLPGO900113,Allego,Allego,-1.3495801,48.6542053
150.0,300.0,FRGYMP23BZ9139B,GEEVE,GREENYELLOW EMOBILITY,5.4765828,43.2988004
50.0,122.0,FREVZP61EE5F9B8483474F8430049553095,EVzen,SMEG DEVELOPPEMENT,4.1763,47.50454
320.0,480.0,FRIENP006901,NW IECharge,NW IECharge,1.48584,44.157791
400.0,1622.0,FRELCPTALIM,Electra,Electra,-0.575067,44.807357
25.0,47.0,FRSE1PSE39FABA,STATIONS-E,STATIONS-E,6.07459,46.658593
120.0,252.0,FREVZP2EB67B1DD6334D359CF58DE91C88D,EVzen,SMEG DEVELOPPEMENT,3.195968,48.295143
175.0,1150.0,FRHPCPNF078016TOTEM,TotalEnergies Marketing France,TotalEnergies Marketing France,-0.370803,46.297556
120.0,602.0,FRPD1PSYUSSI,Power Dot France,Power Dot France,-0.013064,45.014684
240.0,982.0,FREVZPD673346A614A4213B6933C62AC8AE,EVzen,SMEG DEVELOPPEMENT,4.842365,46.363661
120.0,524.0,FREVZP3112428DC62940AFA5E4D1797CE89,EVzen,SMEG DEVELOPPEMENT,4.057748,46.067509
100.0,172.0,FRPD1PSPRFTU,Power Dot France,Power Dot France,2.993399,42.894942
160.0,552.0,FRPD1PITMVRT,Power Dot France,Power Dot France,0.831174,47.350787
22.0,90.3,FRMGPP93066G,SPIE CityNetworks,Métropolis,2.35408,48.947941
50.0,122.0,FRSE1PSE32JMDA,STATIONS-E,STATIONS-E,1.10001,43.60611
320.0,480.0,FRIENP005702,NW IECharge,NW IECharge,0.328899,47.553475
320.0,320.0,FRBMPP310919P50049137590072,Bump,Bump,2.969246,43.180878
300.0,4500.0,FRHPCPNF059189TOTEM,TotalEnergies Marketing France,TotalEnergies Marketing France,5.186405,43.589684
120.0,262.0,FRPD1PBUFSAI,Power Dot France,Power Dot France,4.966096,48.626646
50.0,144.16,FRDRVPCRFMKT768501,DRIVECO,DRIVECO,1.17636,49.628538
150.0,522.0,FRETIP59228A,E-Totem,E-TOTEM INFRADIV,3.093767,50.342564
300.0,2100.0,FRHPCPNF080003,TotalEnergies Marketing France,TotalEnergies Marketing France,4.880636,45.732353
180.0,732.0,FREVZP62BE5F43AA3243788AAFA297CF3F5,EVzen,SMEG DEVELOPPEMENT,5.360128,43.413767
150.0,622.0,FRELCPULIHM,Electra,Electra,2.198339,48.678843
150.0,350.0,FRALLPGO900291,Allego,Allego,1.5182257,48.4502625
24.0,46.0,FRSE1PSE62CABA,STATIONS-E,STATIONS-E,2.94412,50.447649
300.0,2500.0,FRHPCPNF080357TIERSTOTEMSA,TotalEnergies Marketing France,TotalEnergies Marketing France,1.218275,49.211506
300.0,1262.5,FRVIAP142106,ENGIE Vianeo,ENGIE Vianeo,5.381954,43.253671
50.0,144.16,FRDRVPCRFMKT505001,DRIVECO,DRIVECO,-1.255329,49.309623
150.0,600.0,FRDRVPCRFMKT31190150091535487774,DRIVECO,DRIVECO,1.458904,43.362699
150.0,622.0,FRELCPMEBHF,Electra,Electra,3.097416,50.644682
350.0,1543.0,FRIOYP139,Ionity,Ionity,-0.273798,49.167909
60.0,264.0,FRPD1PBRCEST,Power Dot France,Power Dot France,0.759664,43.115426
22.0,44.0,FRALLPGO002020,Allego,Allego,4.4239076,45.4403681
24.0,46.0,FRSE1PSE60CAEA,STATIONS-E,STATIONS-E,2.073175,49.605442
320.0,480.0,FRIENP008001,NW IECharge,NW IECharge,-0.308238,45.55141
22.0,88.0,FRTCBP00954,TotalEnergies Marketing France,TotalEnergies Charging Services,5.39535,43.267499
200.0,672.0,FRPD1PITMGSS,Power Dot France,Power Dot France,-3.206997,48.063963
300.0,900.0,FRALLPGO800420,Allego,Allego,-0.0831179,47.9122925
7.0,42.0,FRV75PPX1103,TotalEnergies Marketing France,TotalEnergies Marketing France,2.382525,48.856153
25.0,47.0,FRSE1PSE77MXUA,STATIONS-E,STATIONS-E,2.877002,48.958549
350.0,1543.0,FRIOYP567,Ionity,Ionity,0.589824,43.061587
150.0,566.0,FRETIP63164A,E-Totem,E-TOTEM INFRADIV,3.157254,45.841209
24.0,46.0,FRSE1PSE57MABA,STATIONS-E,STATIONS-E,6.197998,49.396324
50.0,144.16,FRDRVPCRFMKT612001,DRIVECO,DRIVECO,-0.028081,48.749555
320.0,1920.0,FRMFCPSAINTES,Mobilize Fast Charge Network FRANCE,Mobilize Fast Charge Network FRANCE,-0.664156,45.744985
22.0,134.3,FRMGPP92049D,SPIE CityNetworks,Métropolis,2.317991,48.817394
150.0,300.0,FRGYMP23BZ9160B,GEEVE,GREENYELLOW EMOBILITY,6.0045924,43.1399093
160.0,462.0,FRPD1PSPOGND,Power Dot France,Power Dot France,1.300347,43.760657
22.0,88.0,FRBMPP29052P,Bump,Bump,3.102546,50.663933
175.0,450.0,FRHPCPNF078183TOTEM,TotalEnergies Marketing France,TotalEnergies Marketing France,4.827109,45.589631
150.0,234.5,FRVIAP141064,ENGIE Vianeo,ENGIE Vianeo,7.712788,48.611094
320.0,1303.04,FRMFCPLAROCHESYON,Mobilize Fast Charge Network FRANCE,Mobilize Fast Charge Network FRANCE,-1.427524,46.697757
300.0,600.0,FRALLPGO800124,Allego,Allego,6.123249,46.1389003
7.0,35.0,FRV75PPX1904,TotalEnergies Marketing France,TotalEnergies Marketing France,2.3978,48.88101
100.0,200.0,FRGLYPLYON205,IZIVIA,IZIVIA FMET 1,4.784063,45.764286
187.5,569.0,FRPD1PDUVCEC,Power Dot France,Power Dot France,-1.619459,49.635735
300.0,600.0,FRALLPGO002115,Allego,Allego,0.656656,47.37671
250.0,3000.0,FRTSLP11606,Tesla,Tesla,5.974589,45.525196
50.0,144.16,FRDRVPCRFMKT724001,DRIVECO,DRIVECO,0.662163,48.180942
50.0,522.0,FRPD1PCORCBR,Power Dot France,Power Dot France,3.221218,50.147649
320.0,1303.04,FRMFCPVIERZON,Mobilize Fast Charge Network FRANCE,Mobilize Fast Charge Network FRANCE,2.084765,47.234149
50.0,144.16,FRDRVPCRFMKT723301,DRIVECO,DRIVECO,0.076657,47.829971
11.0,47.99999999999999,FRQWTP663011,QoWatt,QoWatt,4.71,45.47
24.0,46.0,FRSE1PSE85EABA,STATIONS-E,STATIONS-E,-1.233555,46.767596
120.0,262.0,FREVZP38021861DFF44425A0BC50749330F,EVzen,SMEG DEVELOPPEMENT,2.570463,46.892019
187.5,1047.0,FRPD1PCORGLG,Power Dot France,Power Dot France,2.418161,48.97489
50.0,144.16,FRDRVPCRFMKT870002,DRIVECO,DRIVECO,1.223213,45.817078
350.0,843.0,FRIOYP64,Ionity,Ionity,2.241201,47.094379
200.0,2132.0,FRPD1PLECQUE,Power Dot France,Power Dot France,-3.421901,47.789996
150.0,300.0,FRALLPGO900938,Allego,Allego,5.132147,43.393181
150.0,600.0,FRIZFPFAST128,IZIVIA,IZIVIA FAST,5.481631,43.29457
22.0,90.3,FRMGPP92019E,SPIE CityNetworks,Métropolis,2.279994,48.768196
150.0,688.0,FRBMPP167297P50062452353870,Bump,Bump,-0.333641,49.188111
300.0,600.0,FRALLPGO800265,Allego,Allego,3.174483,43.264096
22.0,48.0,FRV75P900901,TotalEnergies Marketing France,TotalEnergies Marketing France,2.335728,48.88264
25.0,47.0,FRSE1PSE62AHCA,STATIONS-E,STATIONS-E,2.102126,50.399933
250.0,2000.0,FRTSLP30948,Tesla,Tesla,3.147264,47.02484
24.0,46.0,FRSE1PSE33CADA,STATIONS-E,STATIONS-E,-0.832277,45.228975
50.0,100.0,FRALLPGO700004,Allego,Allego,6.123249,46.1389003
150.0,450.0,FRALLPGO900261,Allego,Allego,3.1255739,50.6805113
25.0,72.0,FRS63P63066A,SPIE CityNetworks,TERRITOIRE D'ENERGIE DU PUY-DE-DOME (TE 63),3.634929,45.858318
175.0,2550.0,FRHPCPNF059190TOTEM,TotalEnergies Marketing France,TotalEnergies Marketing France,4.865283,46.418606
24.0,46.0,FRSE1PSE88SAEA,STATIONS-E,STATIONS-E,6.360007,48.166662
300.0,2650.0,FRHPCPNF080356TIERSTOTEM,TotalEnergies Marketing France,TotalEnergies Marketing France,1.219342,49.21215
300.0,1888.0,FRELCPVELCV,Electra,Electra,2.217441,48.784501
25.0,47.0,FRETIP57672I,E-Totem,E-TOTEM INFRADIV,6.157589,49.354242
150.0,300.0,FRALLPGO900183,Allego,Allego,4.7906807,46.2526993
150.0,1222.0,FRATLPFRATLPGREE7101,Atlante France,Atlante,0.130311,45.663411
150.0,300.0,FRGYMP23BZ9197B,GEEVE,GREENYELLOW EMOBILITY,5.069753,47.3515075
250.0,3000.0,FRTSLP33181,Tesla,Tesla,1.640626,43.074792
150.0,400.0,FRHPCPNF079761,TotalEnergies Marketing France,TotalEnergies Marketing France,-1.6528,47.3361
