id_station,p_max,p_cum,operateur,amenageur,longitude,latitude
FRS88PRNFXVTOR,25.0,47.0,Modulo,Modulo Energies,6.45378,48.1829
FRS55PFFQ5HYEC,17.0,34.0,Modulo,Modulo Energies,5.167513,48.780168
FRS28PNIVXOSWC,17.0,17.0,Modulo,Modulo Energies,1.03217,48.560768
FRS51P8KGLA9XIZTI9,50.0,106.0,Modulo,Modulo Energies,4.363941,48.951828
FRS77P77501001,22.8,45.6,Bouygues E&S,Ecocharge77,2.848262,48.325367
FRS88PWD2JLDZM,25.0,47.0,Modulo,Modulo Energies,6.76674,47.8782
FRS77P77475004,24.0,46.8,Bouygues E&S,Ecocharge77,2.9472315,48.958157
FRS77P77483002,24.0,46.8,Bouygues E&S,Ecocharge77,2.925855,49.004922
FRS77P77184001,22.8,45.6,Bouygues E&S,Ecocharge77,2.922666,48.312195
FRS41PVUMTCYFL,17.0,34.0,Modulo,Modulo Energies,0.861458,47.751579
FRS37PKF3EXACC,17.0,34.0,Modulo,Modulo Energies,0.887021,47.544667
FRS77P77118007,24.0,46.8,Bouygues E&S,Ecocharge77,2.6873193870379457,48.94753430304593
FRS77P77309001,22.8,45.6,Bouygues E&S,Ecocharge77,2.828918,49.00922
FRS37PO5FU1LGN,17.0,34.0,Modulo,Modulo Energies,0.735517,47.288104
FRS41PONTKTTZ1,17.0,34.0,Modulo,Modulo Energies,1.806087,47.533105
FRS77P77131007,24.0,46.8,Bouygues E&S,Ecocharge77,3.07926798007829,48.8056633011156
FRS28P5ZQ8PHBU,17.0,17.0,Modulo,Modulo Energies,1.45819,48.417249
FRS77P77022001,22.8,45.6,Bouygues E&S,Ecocharge77,2.603382,48.44495
FRS37PEPT1FUJD,17.0,34.0,Modulo,Modulo Energies,0.654251,47.35397
FRLIBP92000940,11.0,88.0,Eoliberty,Eoliberty,2.175116,48.894
FROZEP26429987,22.0,66.0,OZECAR,OZECAR,9.2658148,41.5394326
FRS28PXRQPCFLT,17.0,17.0,Modulo,Modulo Energies,1.48852,48.45289
FRS55PRD9IZGFK,17.0,34.0,Modulo,Modulo Energies,5.284357,49.285869
FRS28PUQ1P1V6S,17.0,17.0,Modulo,Modulo Energies,1.567431,48.591197
FROZEPOZELESDUNES1,7.4,7.4,OZECAR,OZECAR,8.8565502,41.5370375
FROZEP23125828,22.0,22.0,OZECAR,OZECAR,9.2243686,41.4186084
FRS41PXAMECLUF,17.0,34.0,Modulo,Modulo Energies,1.057401,47.806584
FRS77P77142001,22.8,45.6,Bouygues E&S,Ecocharge77,2.906715,48.858112
FRS41POTGQMABC,22.0,44.0,Modulo,Modulo Energies,2.023062,47.593796
FRN54PYS2OPZWN,22.0,44.0,Modulo,Modulo Energies,6.23585,48.6512
FRS37PT1MKEO96,17.0,34.0,Modulo,Modulo Energies,0.908562,47.509959
FRS77P77270001,22.8,45.6,Bouygues E&S,Ecocharge77,2.991441,48.862556
FRS77P77301001,22.8,45.6,Bouygues E&S,Ecocharge77,3.438183,48.694653
FRS41P4441,17.0,17.0,Modulo,Modulo Energies,1.42975,47.421438
FRS77P77131002,22.8,45.6,Bouygues E&S,Ecocharge77,3.0823624,48.815077
FROZEP26429975,22.0,44.0,OZECAR,OZECAR,9.3635925,41.9871613
FRS37P221409,17.0,17.0,Modulo,Modulo Energies,1.111411,47.281329
FROZEP23125800,22.0,44.0,OZECAR,OZECAR,9.3983209,41.7708968
FRN54P0IZQWRFX,22.0,44.0,Modulo,Modulo Energies,6.22542,48.680789
FRS88PY1MG2A2B,22.0,44.0,Modulo,Modulo Energies,6.87392,48.0687
FRS77P77222001,22.8,45.6,Bouygues E&S,Ecocharge77,2.798235,48.637143
FRLIBP581308927,50.0,72.0,Eoliberty,Eoliberty,3.196497,47.08927
FRS28P5QKW41C9NXQR,17.0,34.0,Modulo,Modulo Energies,0.897211,48.194746
FRS37P99FA8T4Z,17.0,34.0,Modulo,Modulo Energies,0.987296,47.537646
FRLIBP691206421,22.0,132.0,Eoliberty,Eoliberty,4.933946,45.76421
FRS77P77443001,22.8,45.6,Bouygues E&S,Ecocharge77,2.961653,48.885735
FRS37P6JSVXYU8,17.0,34.0,Modulo,Modulo Energies,0.17223,47.28482
FROZEPA01B23464020059,22.0,22.0,OZECAR,OZECAR,5.352732,43.4142338
FRS28P1FPOBDAH,17.0,17.0,Modulo,Modulo Energies,1.689164,48.522625
FRS55PDLGLHGJI,17.0,34.0,Modulo,Modulo Energies,5.185284,49.381609
FRS88PK9NOGDQV,25.0,47.0,Modulo,Modulo Energies,6.445382,48.180326
FRS77P77519001,22.8,45.6,Bouygues E&S,Ecocharge77,3.406241,48.649963
FRS37PZQTAVHZ8,17.0,34.0,Modulo,Modulo Energies,0.79907,47.411102
FRS88PVOXMFI6Z,25.0,47.0,Modulo,Modulo Energies,5.834738,48.302818
FRS77E77317001,22.0,44.0,Bouygues E&S,Ecocharge77,2.8905,48.6065
FRLIBP604406165,22.0,44.0,Eoliberty,Eoliberty,2.847114,49.16165
FRS37PQ2WS9HE8,17.0,34.0,Modulo,Modulo Energies,0.791498,47.087225
FRS37PCXLRZG7B,17.0,34.0,Modulo,Modulo Energies,0.803354,46.920234
FRS37PZQLPNE0G,17.0,34.0,Modulo,Modulo Energies,0.445229,47.451327
FRS41P4885,17.0,17.0,Modulo,Modulo Energies,1.25007,47.52429
FRS77P77107001,22.8,45.6,Bouygues E&S,Ecocharge77,2.841548,48.664284
FRS41P5000,17.0,17.0,Modulo,Modulo Energies,1.400757,47.276675
FRS41PKW1FIHAS,17.0,34.0,Modulo,Modulo Energies,1.425003,47.418349
FRS77P77311001,22.8,45.6,Bouygues E&S,Ecocharge77,3.060808,48.452545
FRS51PKH5Z9RNS,17.0,34.0,Modulo,Modulo Energies,4.041287,49.242168
FRS51PIKDV2UQZ,17.0,34.0,Modulo,Modulo Energies,4.884297,49.188751
FRS77P77404002,22.8,45.6,Bouygues E&S,Ecocharge77,3.256269,48.529948
FRS55P24TMJES6,17.0,34.0,Modulo,Modulo Energies,5.540494,48.892528
FRS41PIZE2DVCE,17.0,34.0,Modulo,Modulo Energies,1.339852,47.583802
FRS37PBUYKMUFU,17.0,34.0,Modulo,Modulo Energies,0.453337,47.022985
FRS77P77279001,22.8,45.6,Bouygues E&S,Ecocharge77,3.034994,48.38625
FRS28PCTEY9BUL,17.0,17.0,Modulo,Modulo Energies,1.69377,48.32822
FRS37PIV8FVFER,17.0,17.0,Modulo,Modulo Energies,0.345898,47.158301
FRS37PQGWP42BI,17.0,34.0,Modulo,Modulo Energies,0.862228,46.871138
FRLIBP548409156,50.0,72.0,Eoliberty,Eoliberty,5.974107,48.69156
FRS77P77131001,22.8,45.6,Bouygues E&S,Ecocharge77,3.085838,48.81382
FRS88PW5VOQZYH,25.0,47.0,Modulo,Modulo Energies,6.447394,48.177233
FRS88P9XUXN1YO,25.0,47.0,Modulo,Modulo Energies,6.871981,48.072181
FRS77P77344002,22.8,45.6,Bouygues E&S,Ecocharge77,2.81822523479115,49.0699262191316
FRS77P77131003,22.8,91.2,Bouygues E&S,Ecocharge77,3.0876685,48.8119668
FRLIBP028809871,50.0,72.0,Eoliberty,Eoliberty,3.355752,49.39871
FRS41PCVTRCSJS,17.0,34.0,Modulo,Modulo Energies,1.070766,47.803382
FRS37PPQHUBWZG,17.0,34.0,Modulo,Modulo Energies,0.27542,47.112003
FRS41PPHRZOW0I,17.0,68.0,Modulo,Modulo Energies,0.809068,47.880445
FRS37PCD4OWWXY,17.0,34.0,Modulo,Modulo Energies,0.890957,47.421157
FRFASP50558,300.0,2400.0,Fastned France,Fastned France,5.001847,47.216809
FROZEPZPR292620,22.0,22.0,OZECAR,OZECAR,5.361922,43.547749
FRS37P221330,17.0,17.0,Modulo,Modulo Energies,1.114696,47.280285
FRS77P77046001,22.8,45.6,Bouygues E&S,Ecocharge77,2.435735,48.257244
FRS28PO5JE5VED,22.0,22.0,Modulo,Modulo Energies,0.821276,48.321282
FRS77P77032001,22.8,45.6,Bouygues E&S,Ecocharge77,3.244617,48.702133
FROZEP26793068,22.0,22.0,OZECAR,SAS OZECAR,9.399962,41.8571995
FRS51POLZAZCLJ,17.0,34.0,Modulo,Modulo Energies,4.162963,49.146104
FROZEP26793056,22.0,44.0,OZECAR,OZECAR,9.456807,42.004531
FRS37P10693,17.0,17.0,Modulo,Modulo Energies,0.677547,47.363736
FRS37PETOZA04D,17.0,34.0,Modulo,Modulo Energies,0.711079,47.455984
FRS37P9EFUN4BL,17.0,34.0,Modulo,Modulo Energies,0.395723,47.033863
FRS55PQ7PX8AQE,17.0,34.0,Modulo,Modulo Energies,5.071757,49.105212
FRS77P77273001,22.8,45.6,Bouygues E&S,Ecocharge77,2.771959,49.049637
FRS41PT13QFFSQ,17.0,34.0,Modulo,Modulo Energies,1.865448,47.268447
FRS37PUN8XWKTV,50.0,144.0,Modulo,Modulo Energies,0.59565,47.555778
FRS77P77037001,22.8,45.6,Bouygues E&S,Ecocharge77,2.683269,48.478935
FRS28PPKKCEQ6X,17.0,17.0,Modulo,Modulo Energies,1.482988,48.449832
FROZEPZPR304590,22.0,22.0,OZECAR,OZECAR,5.361922,43.547749
FRS37POUXIE87Q,17.0,34.0,Modulo,Modulo Energies,0.393635,47.000031
FRS28PYCGV64Q4,17.0,17.0,Modulo,Modulo Energies,0.901331,48.611702
FRS55PINYPFBIB,17.0,68.0,Modulo,Modulo Energies,5.586529,48.764309
FRS41POVBMTAWS,22.0,44.0,Modulo,Modulo Energies,1.400757,47.276675
FRS37PZGB8A8SD,17.0,34.0,Modulo,Modulo Energies,0.417,47.297864
FRS37PH0FMZNYZ,17.0,34.0,Modulo,Modulo Energies,0.616451,47.111292
FRS77P77266001,22.8,45.6,Bouygues E&S,Ecocharge77,2.829,48.455761
FRS28PMLYZWTH6,22.0,39.0,Modulo,Modulo Energies,1.135338,48.079532
FRS08PHQ7UCQFT,24.0,46.0,Modulo,Modulo Energies,4.763445,49.513165
FRS28PUKVRVH6T,17.0,17.0,Modulo,Modulo Energies,1.709964,48.435547
FRS28PBQMRD4PH,17.0,17.0,Modulo,Modulo Energies,1.394261,48.718342
FRS37PPKUN532Z,17.0,34.0,Modulo,Modulo Energies,0.40336,47.049277
FRS37PBZFTAKT1,17.0,34.0,Modulo,Modulo Energies,1.081512,47.027437
FRLIBP692001597,300.0,1966.0,Eoliberty,Eoliberty,4.862897,45.71597
FRS37PZD4CXGXL,17.0,34.0,Modulo,Modulo Energies,1.190003,47.261202
FRS28PVIOB1MUD,17.0,17.0,Modulo,Modulo Energies,1.599511,48.412901
FRS37PJ3ZJ51DI,17.0,34.0,Modulo,Modulo Energies,0.717262,47.289423
FRS88PF8GQD6D9,25.0,47.0,Modulo,Modulo Energies,6.45495,48.1494
FRS37PK0J2HAX3,17.0,17.0,Modulo,Modulo Energies,0.439384,47.363263
FRS37PGGNG3XP6,17.0,34.0,Modulo,Modulo Energies,0.91056,47.51268
FROZEP26793069,22.0,44.0,OZECAR,OZECAR,8.8722242,41.6962997
FRS77P77338001,22.8,45.6,Bouygues E&S,Ecocharge77,2.928877,48.335297
FRS77P77045001,22.8,45.6,Bouygues E&S,Ecocharge77,2.657576,48.195572
FRS51PIYGYFOUS,17.0,34.0,Modulo,Modulo Energies,4.912567,48.783972
FRS88P5XETMT7W,24.0,41.0,Modulo,Modulo Energies,6.77295,47.948
FRS37P220437,17.0,17.0,Modulo,Modulo Energies,0.649559,47.659527
FRS37PTEPER5KJ,17.0,34.0,Modulo,Modulo Energies,0.768273,47.395589
FRS41PFI001LYYWJG2NI,22.0,44.0,Modulo,Modulo Energies,1.749503,47.346664
FRFASP50603,300.0,2400.0,Fastned France,Fastned France,4.844517,46.69318
FRS28PA9HIVYK4,17.0,17.0,Modulo,Modulo Energies,1.184395,48.115521
FRS41P4884,17.0,17.0,Modulo,Modulo Energies,1.25007,47.52429
FRS51PKTXHRINX,22.0,44.0,Modulo,Modulo Energies,4.03755,49.224981
FROZEPZPR304872,22.0,22.0,OZECAR,OZECAR,5.5792295,43.2541069
FRS77P77282001,22.8,45.6,Bouygues E&S,Ecocharge77,2.581679,49.03389
FRS51PC31LJWIS,17.0,34.0,Modulo,Modulo Energies,3.910292,49.250571
FRS77P77475002,24.0,46.8,Bouygues E&S,Ecocharge77,2.9472315,48.958157
FRS77P77316002,22.8,45.6,Bouygues E&S,Ecocharge77,2.81331339,48.3730084
FROZEP26793052,22.0,66.0,OZECAR,OZECAR,9.2696703,41.6005831
FRS28PPAD4VL4L,17.0,17.0,Modulo,Modulo Energies,1.414958,48.737629
FRS77P77178001,22.8,45.6,Bouygues E&S,Ecocharge77,2.674363,48.230656
FRS37PH22KLFBD,17.0,34.0,Modulo,Modulo Energies,0.871083,46.785818
FRS37PPBP2XOZM,17.0,34.0,Modulo,Modulo Energies,0.781369,47.28464
FROZEP26429966,7.4,7.4,OZECAR,OZECAR,9.2650683,41.591346
FRS28PKMZLTZFR,17.0,17.0,Modulo,Modulo Energies,1.240247,48.449564
FRS51PGP709TDL,17.0,34.0,Modulo,Modulo Energies,3.981914,49.26254
FRLIBP606008187,50.0,116.0,Eoliberty,Eoliberty,2.400415,49.38187
FRS77P77389001,22.8,45.6,Bouygues E&S,Ecocharge77,2.660926,48.521801
FRS41PZ0G2YSND,17.0,34.0,Modulo,Modulo Energies,1.455906,47.512561
FRS08PCZGDD1XC,24.0,46.0,Modulo,Modulo Energies,4.279186,49.903185
FRS37PPV3J9HSI,17.0,34.0,Modulo,Modulo Energies,0.170022,47.211736
FRS28PCFXJB62X,17.0,17.0,Modulo,Modulo Energies,1.682819,48.146012
FRN54P3OXWKJYG,22.0,44.0,Modulo,Modulo Energies,6.252347,48.70712
FRS77P77123003,24.0,46.8,Bouygues E&S,Ecocharge77,2.6622062737432386,48.994418706831496
FRS28P6DBPPSFJ,17.0,34.0,Modulo,Modulo Energies,1.440394,48.857906
FRLIBP521003089,50.0,72.0,Eoliberty,Eoliberty,4.932906,48.63089
FRS77P77363002,24.0,46.8,Bouygues E&S,Ecocharge77,2.6314777129115705,48.91535409762626
FRS37PMP0UKCRU,17.0,34.0,Modulo,Modulo Energies,0.608911,47.469991
FRS77P77073001,22.8,45.6,Bouygues E&S,Ecocharge77,3.314407,48.529079
FROZEPZPR304512,22.0,22.0,OZECAR,OZECAR,9.165896712,41.389000594
FRS28PPBWVYIQW,22.0,44.0,Modulo,Modulo Energies,1.15479,48.536616
FROZEPACE0057809,22.0,44.0,OZECAR,OZECAR,9.3869359,41.8654846
FRS28PGNLRVAGF,17.0,17.0,Modulo,Modulo Energies,1.514194,48.095883
FRS37PBYLCG31U,17.0,34.0,Modulo,Modulo Energies,0.580119,47.223487
FRS77P77458001,22.8,45.6,Bouygues E&S,Ecocharge77,2.73093,48.18083
FRS37PHZWHZFP7,17.0,34.0,Modulo,Modulo Energies,0.528385,47.649096
FRS37PPPYWOFXE,17.0,17.0,Modulo,Modulo Energies,1.114696,47.280285
FRLIBP91220719,22.0,22.0,Eoliberty,Eoliberty,2.29719,48.618492
FRS77P77316003,22.8,45.6,Bouygues E&S,Ecocharge77,2.8160501,48.3746018
FRS41P3I90YDI8,17.0,34.0,Modulo,Modulo Energies,0.68782,47.75244
FRS37POMP7OVIB,17.0,34.0,Modulo,Modulo Energies,0.91896,46.921621
FRS41PES0XCZ8W,17.0,34.0,Modulo,Modulo Energies,1.388022,47.52473
FRS37PS0XEPBJB,17.0,34.0,Modulo,Modulo Energies,0.987123,47.426806
FRS77P77311002,100.0,222.8,Bouygues E&S,Ecocharge77,3.0619839944177745,48.4525472240235
FROZEPZPR293241,22.0,22.0,OZECAR,OZECAR,9.165896712,41.389000594
FRS08PBFUGP1TF,24.0,46.0,Modulo,Modulo Energies,4.806857,49.870549
FRS28PZ9XDMXC4,17.0,17.0,Modulo,Modulo Energies,1.064474,48.325104
FRFASP50805,300.0,2400.0,Fastned France,Fastned France,4.156034,45.679959
FRFASP50811,300.0,2400.0,Fastned France,Fastned France,5.630208,45.577663
FRS77P77517001,22.8,45.6,Bouygues E&S,Ecocharge77,2.672179,48.900551
FRS55PGTRUAIKA,17.0,34.0,Modulo,Modulo Energies,5.38719,49.167779
FROZEP22V20357,22.0,44.0,OZECAR,OZECAR,8.9330113,41.8798264
FRLIBP181004036,22.0,132.0,Eoliberty,Eoliberty,2.08895,47.24036
FRS77P77131006,100.0,222.8,Bouygues E&S,Ecocharge77,3.083135,48.809228
FRS77P77103001,22.8,45.6,Bouygues E&S,Ecocharge77,2.835017,48.529648
FRS51P8YCDSYFS,22.0,44.0,Modulo,Modulo Energies,4.587612,48.718468
FRS37PDBU5UCY5,50.0,144.0,Modulo,Modulo Energies,0.58761,47.108011
FRS37PQTR2WI4F,17.0,34.0,Modulo,Modulo Energies,0.612853,47.668504
FRS51PIKNARM8I,17.0,34.0,Modulo,Modulo Energies,4.774126,48.845738
FROZEP26793065,22.0,22.0,OZECAR,OZECAR,9.1575896,41.3973906
FRS77P77022002,24.0,93.6,Bouygues E&S,Ecocharge77,2.603382,48.44495
FRS37PXJZCBUZN,17.0,34.0,Modulo,Modulo Energies,0.549604,47.348606
FRS37PDRVY4WYS,17.0,34.0,Modulo,Modulo Energies,0.593735,47.602708
FRS28PNV3EKD4Q,17.0,17.0,Modulo,Modulo Energies,1.465216,48.417688
FRS37P1330,17.0,17.0,Modulo,Modulo Energies,0.735517,47.288104
FRS77P77033001,22.8,45.6,Bouygues E&S,Ecocharge77,3.24285,48.678036
FRS41PZJGOZ1MY,17.0,34.0,Modulo,Modulo Energies,1.762513,47.327701
FROZEPACE0057816,22.0,44.0,OZECAR,OZECAR,9.1562973,41.387721
FRS41P2QMUIEF2,17.0,34.0,Modulo,Modulo Energies,1.457308,47.59298
FRS37PWYPSZVIE,50.0,144.0,Modulo,Modulo Energies,0.984678,47.28643
FRS77P77165001,22.8,45.6,Bouygues E&S,Ecocharge77,2.860826,48.50412
FRS88PQNHUOLK6,18.0,35.0,Modulo,Modulo Energies,6.8991,48.2494
FRS88PKWFQHEYU,18.0,35.0,Modulo,Modulo Energies,6.67127,48.0259
FRS41PW3SHK2J0,17.0,34.0,Modulo,Modulo Energies,1.358596,47.566555
FRS77P77131004,22.8,45.6,Bouygues E&S,Ecocharge77,3.0939962681354234,48.820823057835575
FRS51P3BTGYLRI,17.0,34.0,Modulo,Modulo Energies,3.991429,49.251015
FRS37PKMIDEJO9,17.0,34.0,Modulo,Modulo Energies,0.473777,47.310706
FRS77P77269001,22.8,45.6,Bouygues E&S,Ecocharge77,2.700226,48.548374
FRS51PFHEM5XKX,17.0,34.0,Modulo,Modulo Energies,4.765788,48.554601
FROZEP26780970,7.4,44.4,OZECAR,OZECAR,9.1668923,41.3893427
FRS77P77051001,22.8,45.6,Bouygues E&S,Ecocharge77,3.237932,48.416935
FRS77P77303001,22.8,45.6,Bouygues E&S,Ecocharge77,3.427434,48.851772
FRS37PFS7R02GK,17.0,34.0,Modulo,Modulo Energies,0.126858,47.237775
FRLIBP372908513,50.0,72.0,Eoliberty,Eoliberty,0.881116,46.78513
FRS51P4BZEJK2Y,17.0,34.0,Modulo,Modulo Energies,4.484739,48.861906
FRS41PT8OEWH0J,17.0,34.0,Modulo,Modulo Energies,1.359058,47.608669
FRS28P130987,17.0,17.0,Modulo,Modulo Energies,0.991151,48.31192
FRS37PHWAUPZ8E,17.0,34.0,Modulo,Modulo Energies,0.825439,47.387523
FRN54PGQL8XJKH,22.0,78.0,Modulo,Modulo Energies,6.178591,48.666957
FRS41PEQICNI1D,17.0,34.0,Modulo,Modulo Energies,1.070017,47.793571
FRS77P77229001,22.8,45.6,Bouygues E&S,Ecocharge77,2.874503,48.75351
FRS77P77187001,22.8,45.6,Bouygues E&S,Ecocharge77,3.39162,48.41394
FRS41PTKBMIQN0,17.0,34.0,Modulo,Modulo Energies,1.744565,47.356158
FRS77P77131005,24.0,46.8,Bouygues E&S,Ecocharge77,3.0833947,48.8156889
FRS08PAFIEUNLQ,17.0,34.0,Modulo,Modulo Energies,4.365318,49.508675
FRS77P77244001,22.8,45.6,Bouygues E&S,Ecocharge77,2.59789,48.283298
FRS41POIIMPFSH,17.0,17.0,Modulo,Modulo Energies,1.239974,47.671469
FROZEP12229023410003,25.0,47.0,OZECAR,SAS Ozecar,8.9080282,42.0267949
FRS55PKJPBSDUN,17.0,34.0,Modulo,Modulo Energies,5.518475,48.901643
FRS77P77164001,22.8,45.6,Bouygues E&S,Ecocharge77,2.945185,48.463512
FRFASP51046,400.0,3200.0,Fastned France,Fastned France,6.109119,49.079617
FRS37PACLXLM6R,17.0,34.0,Modulo,Modulo Energies,0.840472,47.257095
FRFASP50822,300.0,2400.0,Fastned France,Fastned France,6.088926,48.856103
FRS37P244RAVQR,17.0,34.0,Modulo,Modulo Energies,0.916429,47.322885
FRLIBP891001393,22.0,132.0,Eoliberty,Eoliberty,3.274383,48.21393
FRS37PCZZOWPDK,17.0,34.0,Modulo,Modulo Energies,0.912729,47.595856
FRS37PMWBQEEAU,17.0,34.0,Modulo,Modulo Energies,0.976555,47.424187
FRS41PEOROBB4M,22.0,44.0,Modulo,Modulo Energies,1.583139,47.343718
FRS77P77316006,22.8,45.6,Bouygues E&S,Ecocharge77,2.7862159,48.334653
FRN54PNJBHXJVW,22.0,88.0,Modulo,Modulo Energies,6.19956,48.6931
FRS08PO7PT3TKR,24.0,46.0,Modulo,Modulo Energies,4.744732,49.858676
FRS28PSJPKO7QE,17.0,17.0,Modulo,Modulo Energies,1.244511,48.298942
FRS51PJHGN20IB,17.0,34.0,Modulo,Modulo Energies,4.384208,48.953695
FRS51P4PWI4YQV,17.0,34.0,Modulo,Modulo Energies,4.848956,48.769477
FRLIBP634608413,50.0,72.0,Eoliberty,Eoliberty,3.08669,45.98413
FROZEP25302495,22.0,44.0,OZECAR,OZECAR,9.3089177,42.3018128
FRN54PPUUX3JVI,22.0,44.0,Modulo,Modulo Energies,6.20983,48.6947
FRS28PGWKRJ9OW,17.0,17.0,Modulo,Modulo Energies,0.803709,48.321674
FRFASP50834,300.0,4800.0,Fastned France,Fastned France,6.1847,49.150483
FRS77P77486001,22.8,45.6,Bouygues E&S,Ecocharge77,3.080205,48.688385
FRS55PJ9IMRIFF,17.0,34.0,Modulo,Modulo Energies,5.701676,48.976424
FRS41PTRYHBOA3,22.0,44.0,Modulo,Modulo Energies,1.42975,47.421438
FRS77P77386001,22.8,45.6,Bouygues E&S,Ecocharge77,2.639528,48.346184
FRS37P3KI6B4H0,17.0,34.0,Modulo,Modulo Energies,0.299199,47.25316
FRFASP50984,400.0,2400.0,Fastned France,Fastned France,-4.463867,48.408327
FRS51PEUOEXPY4,17.0,34.0,Modulo,Modulo Energies,3.54109,48.871712
FRS77P77508001,22.8,45.6,Bouygues E&S,Ecocharge77,2.830368,48.813721
FRS88PXJAGXZEH,25.0,47.0,Modulo,Modulo Energies,6.45822,48.156
FRS77P77043001,22.8,45.6,Bouygues E&S,Ecocharge77,3.259898,48.895916
FRS77P77310001,22.8,45.6,Bouygues E&S,Ecocharge77,3.253999,48.383236
FRS37PWVDCPFRH,17.0,34.0,Modulo,Modulo Energies,0.266909,47.282613
FRS41PUWUL3SOC,17.0,34.0,Modulo,Modulo Energies,0.94663,48.063365
FRS08PB2U9CUMS,24.0,46.0,Modulo,Modulo Energies,4.454155,49.481342
FRS37PDWBSIAML,17.0,34.0,Modulo,Modulo Energies,0.88317,46.782642
FRS37P215808,17.0,17.0,Modulo,Modulo Energies,0.961663,46.831853
FRS28PIJ20L4QQ,17.0,17.0,Modulo,Modulo Energies,1.285056,48.20839
FRS37PWF3RPUBE,17.0,34.0,Modulo,Modulo Energies,0.125867,47.284496
FRS28PEUKLPMJK,17.0,17.0,Modulo,Modulo Energies,1.237583,48.005493
FRS41PCUCN6A88,17.0,34.0,Modulo,Modulo Energies,1.526321,47.911214
FRS37P221331,17.0,17.0,Modulo,Modulo Energies,1.114696,47.280285
FRS37P215618,17.0,17.0,Modulo,Modulo Energies,1.042205,47.056025
FRS77P77257001,22.8,45.6,Bouygues E&S,Ecocharge77,3.026891,49.025196
FRN54PPJJAWKOF,22.0,44.0,Modulo,Modulo Energies,6.186692,48.669613
FRS41PEPKVGWZH,17.0,34.0,Modulo,Modulo Energies,1.553632,47.273794
FROZEP26793064,22.0,22.0,OZECAR,OZECAR,9.4407964,42.5615877
FRS77P77037002,22.8,45.6,Bouygues E&S,Ecocharge77,2.69553,48.4699
FRS77P77384001,22.8,45.6,Bouygues E&S,Ecocharge77,2.62365,48.610615
FRS37PJFMNY6TT,17.0,34.0,Modulo,Modulo Energies,0.244926,47.164761
FRS55P0Z5K87QX,17.0,34.0,Modulo,Modulo Energies,5.366673,49.519625
FRS37PKUNQMJGD,17.0,34.0,Modulo,Modulo Energies,0.69318,47.256299
FRS41P34ZROIDD,17.0,34.0,Modulo,Modulo Energies,2.05053,47.42555
FRLIBP60440358,50.0,232.0,Eoliberty,Eoliberty,2.803191,49.1358
FRS28PHGR0ZZD8,17.0,17.0,Modulo,Modulo Energies,1.353508,48.418167
FRS77P77284005,22.8,45.6,Bouygues E&S,Ecocharge77,2.905077,48.950196
FROZEP9324080629103101050412A00,22.0,44.0,OZECAR,OZECAR,9.4333875,42.6378893
FRS88P1KMSGH2G,25.0,47.0,Modulo,Modulo Energies,5.948909,48.201378
FRZUNP195235985905172769,200.0,494.0,Zunder,Zunder,0.470145,47.650769
FRS55PZ0XP2BU2,22.0,88.0,Modulo,Modulo Energies,5.163343,48.785773
FRS77P77335001,22.8,45.6,Bouygues E&S,Ecocharge77,2.837548,48.973423
FRFASP50993,400.0,1600.0,Fastned France,Fastned France,4.099777,48.33042
FRS51PQHJSDDSY,17.0,34.0,Modulo,Modulo Energies,4.092707,49.21244
FRS37PKILD4LFX,17.0,34.0,Modulo,Modulo Energies,0.459164,47.123177
FRS28P6GAFGYKW,17.0,34.0,Modulo,Modulo Energies,1.760154,48.515332
FRLIBP637209511,50.0,72.0,Eoliberty,Eoliberty,3.212754,45.89511
FROZEP26793045,7.4,44.4,OZECAR,OZECAR,9.1713609,41.388498
FRS41P7EZI2WY6,17.0,34.0,Modulo,Modulo Energies,1.34025,47.588846
FRZUNP2001223164604952988,400.0,6555.1,Zunder,Zunder,-1.092778,43.937583
FRS77P77316005,22.8,45.6,Bouygues E&S,Ecocharge77,2.826122,48.359825
FRS88PCUZIHMQB,25.0,47.0,Modulo,Modulo Energies,6.458354,48.183993
FROZEP22V20358,22.0,44.0,OZECAR,OZECAR,8.6882254,41.9101983
FRS55PQFEO55HN,17.0,34.0,Modulo,Modulo Energies,5.757126,48.928281
FRS77P77047001,22.8,45.6,Bouygues E&S,Ecocharge77,2.906949,48.882027
FRS51PXMGK7MPZ,17.0,34.0,Modulo,Modulo Energies,4.009818,48.971941
FRS77P77512001,22.8,45.6,Bouygues E&S,Ecocharge77,3.343021,48.861053
FRLIBP912207192,22.0,22.0,Eoliberty,Eoliberty,2.297192,48.6184923
FRS77P77371002,24.0,46.8,Bouygues E&S,Ecocharge77,3.01482281219352,48.816512048955
FRS37P221224,17.0,17.0,Modulo,Modulo Energies,0.439384,47.363263
FRS51PNBQ9UD5G,17.0,34.0,Modulo,Modulo Energies,3.814318,48.58333
FROZEP26793049,22.0,88.0,OZECAR,OZECAR,8.8058186,42.5781837
FRN54PXRVMXQ9P,22.0,44.0,Modulo,Modulo Energies,6.22521,48.7025
FRS88P7YXNG6G1,24.0,46.0,Modulo,Modulo Energies,6.452407,48.173165
FRS77P77159001,22.8,45.6,Bouygues E&S,Ecocharge77,3.139536,48.476547
FRS41P7UMWEPQP,17.0,34.0,Modulo,Modulo Energies,1.0739,47.7913
