,etat_prise_type_2,occupation_pdc,etat_prise_type_combo_ccs,etat_pdc,id,updated_at,etat_prise_type_chademo,point_de_charge_id,created_at,etat_prise_type_ef,horodatage
27,null,libre,fonctionnel,en_service,4646e09d-4733-428b-9ef1-1b28b10bcb1c,2025-05-30 07:56:28.481996+02:00,null,f97a59ba-71c4-4b74-a735-369724d2ede5,2025-05-30 07:56:28.481983+02:00,null,2025-05-30T07:56:28.285747+02:00
28,null,occupe,fonctionnel,en_service,c8512164-a46e-4dc2-942e-0c3f79f6c645,2025-05-30 07:56:28.395376+02:00,null,beb637ad-283f-468e-b951-072a08d2c8e2,2025-05-30 07:56:28.395363+02:00,null,2025-05-30T07:56:28.262426+02:00
29,null,occupe,fonctionnel,en_service,ee12c251-4214-4ef5-a505-278bef477a95,2025-05-30 07:56:07.845839+02:00,null,f1d31254-45d7-4c16-8a30-6cd653d691cc,2025-05-30 07:56:07.845826+02:00,null,2025-05-30T07:56:07.734226+02:00
30,null,occupe,fonctionnel,en_service,a1261fe3-b06f-4b01-9010-7c643d6964fe,2025-05-30 07:55:52.633124+02:00,null,b42e97ce-cadb-4aa6-9a78-3a866d1049e8,2025-05-30 07:55:52.633110+02:00,null,2025-05-30T07:55:52.510164+02:00
31,null,libre,fonctionnel,en_service,d3078169-91c2-41a2-9db4-9ee33313846b,2025-05-30 07:55:51.876590+02:00,null,3d070f54-ea1c-4156-810f-6d386e5f50e2,2025-05-30 07:55:51.876576+02:00,null,2025-05-30T07:55:51.732428+02:00
32,null,occupe,fonctionnel,en_service,fba42468-1913-4e8a-8319-020ce4a6f1a2,2025-05-30 07:55:50.404159+02:00,null,a56586ec-ff4d-4b95-ae56-22d6a72818fb,2025-05-30 07:55:50.404145+02:00,null,2025-05-30T07:55:50.275026+02:00
33,null,libre,fonctionnel,en_service,58f92ff6-08d3-47e0-8d7a-b0dec3e0f016,2025-05-30 07:55:48.009119+02:00,null,9e2b7d5b-425f-4c4d-929e-12d8cad93f97,2025-05-30 07:55:48.009105+02:00,null,2025-05-30T07:55:47.885259+02:00
34,null,occupe,fonctionnel,en_service,56e505a6-0f3d-483c-9a43-c6924630a167,2025-05-30 07:55:44.067875+02:00,null,def2bb5d-ca2d-4683-b448-e090745f7377,2025-05-30 07:55:44.067861+02:00,null,2025-05-30T07:55:43.936825+02:00
35,null,occupe,fonctionnel,en_service,d727d632-b391-4ec3-a0b4-091a3c0bea30,2025-05-30 07:55:34.862176+02:00,null,906f0181-31d6-488a-a825-6b017c1594ea,2025-05-30 07:55:34.862162+02:00,null,2025-05-30T07:55:34.743542+02:00
36,null,occupe,fonctionnel,en_service,a7206196-92ad-45fa-8db9-8c855ac8e017,2025-05-30 07:55:28.071908+02:00,null,3ec0bfc9-660e-4841-85eb-6cb84ed7de06,2025-05-30 07:55:28.071895+02:00,null,2025-05-30T07:55:27.94561+02:00
37,null,libre,fonctionnel,en_service,00d36b42-3efb-4fc6-942f-6d1ba0320fa0,2025-05-30 07:55:27.745171+02:00,null,def2bb5d-ca2d-4683-b448-e090745f7377,2025-05-30 07:55:27.745156+02:00,null,2025-05-30T07:55:27.61003+02:00
38,null,libre,fonctionnel,en_service,2cee7a9c-3598-4f90-99da-a9c0f61f61dc,2025-05-30 07:55:27.467938+02:00,null,6613df12-af6c-48af-9f7a-71afb2a8ab35,2025-05-30 07:55:27.467923+02:00,null,2025-05-30T07:55:27.325582+02:00
39,null,occupe,fonctionnel,en_service,6ce3af0a-da71-4b21-85ed-e00b8a977c5a,2025-05-30 07:55:27.506574+02:00,null,27cb0cb6-58d4-4f47-aa19-98d45ccabbd6,2025-05-30 07:55:27.506559+02:00,null,2025-05-30T07:55:27.313298+02:00
40,null,libre,fonctionnel,en_service,74254abb-ff4f-4809-a574-1433b4e5a9ac,2025-05-30 07:55:10.886312+02:00,null,1c662659-3571-46bf-a19a-48ad7aa598c7,2025-05-30 07:55:10.886299+02:00,null,2025-05-30T07:55:10.749987+02:00
41,null,libre,fonctionnel,en_service,e80575a2-ec27-47d2-9940-110398fa5881,2025-05-30 07:54:44.982359+02:00,null,27cb0cb6-58d4-4f47-aa19-98d45ccabbd6,2025-05-30 07:54:44.982346+02:00,null,2025-05-30T07:54:44.850316+02:00
42,null,occupe,fonctionnel,en_service,1fdef065-232a-49d5-be87-346ca1590ca2,2025-05-30 07:54:44.978215+02:00,null,c8472db1-c4c0-4e52-907c-cdd37019a11c,2025-05-30 07:54:44.978202+02:00,null,2025-05-30T07:54:44.833863+02:00
43,null,occupe,fonctionnel,en_service,c66a2f0c-4817-481b-a6cd-c817898c677f,2025-05-30 07:54:28.400981+02:00,null,27cb0cb6-58d4-4f47-aa19-98d45ccabbd6,2025-05-30 07:54:28.400967+02:00,null,2025-05-30T07:54:28.274361+02:00
44,null,libre,fonctionnel,en_service,25271f23-4881-4231-bd46-90814cc4c4fc,2025-05-30 07:54:27.783318+02:00,null,2fdf5e5f-88c1-4d29-84f5-391dc27ba222,2025-05-30 07:54:27.783305+02:00,null,2025-05-30T07:54:27.653941+02:00
45,null,libre,fonctionnel,en_service,be8d8a34-ff90-48ae-9abc-f794b6be77e3,2025-05-30 07:54:01.613902+02:00,null,bf65cb04-9855-4863-bdad-c63950e47dae,2025-05-30 07:54:01.613889+02:00,null,2025-05-30T07:54:01.474539+02:00
46,null,occupe,fonctionnel,en_service,6a45a05e-e079-41bf-9c7b-0da8acdf19ce,2025-05-30 07:53:51.407825+02:00,null,50c1dc79-9988-474a-b430-7fac5e75695f,2025-05-30 07:53:51.407812+02:00,null,2025-05-30T07:53:51.275377+02:00
47,null,occupe,fonctionnel,en_service,b5fc1f54-f1bf-40f9-9beb-8c4cdef82251,2025-05-30 07:53:43.592109+02:00,null,1bfb3b3c-0178-45fe-8d6e-d27845c5ad7e,2025-05-30 07:53:43.592094+02:00,null,2025-05-30T07:53:43.468737+02:00
48,null,occupe,fonctionnel,en_service,e310e927-a112-4a57-8d8b-466eefd43190,2025-05-30 07:53:28.514278+02:00,null,d45342aa-5070-4651-8ce6-1f803e587364,2025-05-30 07:53:28.514264+02:00,null,2025-05-30T07:53:28.385085+02:00
49,null,reserve,fonctionnel,en_service,e661a241-5b21-4734-8940-34559be8370f,2025-05-30 07:53:27.854098+02:00,null,bf65cb04-9855-4863-bdad-c63950e47dae,2025-05-30 07:53:27.854085+02:00,null,2025-05-30T07:53:27.7212+02:00
50,null,occupe,fonctionnel,en_service,560b9b9b-a572-4be1-8044-5cde436274ad,2025-05-30 07:53:27.529045+02:00,null,5918de0a-106b-430e-b6ed-b72d14bfe642,2025-05-30 07:53:27.529029+02:00,null,2025-05-30T07:53:27.406158+02:00
51,null,reserve,fonctionnel,en_service,c0332ffe-024f-46bb-94d4-46b52704f061,2025-05-30 07:53:27.424926+02:00,null,969cc2c9-7560-4898-ae23-4e9bd6265de8,2025-05-30 07:53:27.424913+02:00,null,2025-05-30T07:53:27.27542+02:00
52,null,libre,fonctionnel,en_service,4e090153-e717-4994-b132-e7bdce1eebcf,2025-05-30 07:53:01.776658+02:00,null,712b9e50-54f7-4749-9d5b-31b2656e51f4,2025-05-30 07:53:01.776644+02:00,null,2025-05-30T07:53:01.627613+02:00
53,null,occupe,fonctionnel,en_service,2d26bd9c-de09-44f6-83bb-3e6623afd635,2025-05-30 07:53:01.246800+02:00,null,def2bb5d-ca2d-4683-b448-e090745f7377,2025-05-30 07:53:01.246783+02:00,null,2025-05-30T07:53:01.022782+02:00
54,null,libre,fonctionnel,en_service,208a947f-d3be-4862-a8c0-9c36d038f6c5,2025-05-30 07:52:53.172522+02:00,null,def2bb5d-ca2d-4683-b448-e090745f7377,2025-05-30 07:52:53.172508+02:00,null,2025-05-30T07:52:52.976463+02:00
55,null,occupe,fonctionnel,en_service,93058e38-c2a3-442a-8bd3-37cd81005a32,2025-05-30 07:52:49.242125+02:00,null,6b8a2879-555c-4e02-8e8c-5775f3fdd50f,2025-05-30 07:52:49.242113+02:00,null,2025-05-30T07:52:49.105919+02:00
56,null,occupe,fonctionnel,en_service,0ac018ae-04c6-4ccb-a1f8-42c9ed44b5b7,2025-05-30 07:52:27.581162+02:00,null,0a995e8c-3624-436e-81bc-d941d00b049a,2025-05-30 07:52:27.581147+02:00,null,2025-05-30T07:52:27.455196+02:00
57,null,libre,fonctionnel,en_service,64858951-3c3c-4a87-a4b8-0ab59f41a94d,2025-05-30 07:52:27.219953+02:00,null,986adbc2-5fd0-4952-bff3-8de137cef4c3,2025-05-30 07:52:27.219939+02:00,null,2025-05-30T07:52:27.083871+02:00
58,null,libre,fonctionnel,en_service,ed362372-9442-4a8f-ad26-65864f053761,2025-05-30 07:51:46.596475+02:00,null,499c24d4-0e03-4c0e-a0d9-46ce2d210a75,2025-05-30 07:51:46.596461+02:00,null,2025-05-30T07:51:46.475027+02:00
59,null,libre,fonctionnel,en_service,ce776232-3f25-45c7-b0da-59c811f9f1a4,2025-05-30 07:51:39.202913+02:00,null,fceac019-d680-43f2-971f-a6d91b1144b2,2025-05-30 07:51:39.202898+02:00,null,2025-05-30T07:51:39.024177+02:00
60,null,libre,fonctionnel,en_service,05a3b92f-e395-4629-84c2-15ee54bacd3d,2025-05-30 07:51:38.633063+02:00,null,9d117de8-51f9-4b0b-9d31-398e6c9ea4d6,2025-05-30 07:51:38.633046+02:00,null,2025-05-30T07:51:38.469789+02:00
61,null,occupe,fonctionnel,en_service,ea43ce7f-7ce3-482b-ba47-a29645c64c7d,2025-05-30 07:51:29.428170+02:00,null,4e7631e2-36ec-49f5-b9dc-14a203ecd2fd,2025-05-30 07:51:29.428156+02:00,null,2025-05-30T07:51:29.284527+02:00
62,null,libre,fonctionnel,en_service,02f9cfdb-efa3-4b6d-bc10-6456f610400e,2025-05-30 07:51:26.423473+02:00,null,81ba3a8b-13d5-440d-8a34-8a991bf8acd1,2025-05-30 07:51:26.423461+02:00,null,2025-05-30T07:51:26.277433+02:00
63,null,reserve,fonctionnel,en_service,f313b7a3-d36e-439d-9681-0e1b5ff39d16,2025-05-30 07:51:26.103430+02:00,null,b42e97ce-cadb-4aa6-9a78-3a866d1049e8,2025-05-30 07:51:26.103416+02:00,null,2025-05-30T07:51:25.988938+02:00
64,null,libre,fonctionnel,en_service,4ac7d021-3800-4680-b1ac-aa47cfb5d746,2025-05-30 07:51:19.954223+02:00,null,a1be3bd8-dcad-427c-a6c7-8fbcce6e2626,2025-05-30 07:51:19.954209+02:00,null,2025-05-30T07:51:19.811479+02:00
65,null,occupe,fonctionnel,en_service,ad3803c3-0c4c-4f9a-a2ca-1a73897cd162,2025-05-30 07:50:51.204928+02:00,null,f1e19e5e-ed1c-4511-9eec-5727245148aa,2025-05-30 07:50:51.204911+02:00,null,2025-05-30T07:50:51.067537+02:00
66,fonctionnel,occupe,null,en_service,5b49ca34-7b0e-477f-9792-0cccff47bc3f,2025-05-30 07:50:49.375542+02:00,null,49f18bee-7ea7-4a33-857d-e2228a6758ce,2025-05-30 07:50:49.375528+02:00,null,2025-05-30T07:50:49.205996+02:00
67,null,occupe,fonctionnel,en_service,0d3ecaa6-ed1b-4c5c-8dca-30fb25480cf9,2025-05-30 07:50:38.638940+02:00,null,2ce105f3-d4d2-49e2-a85c-79fe7e63b577,2025-05-30 07:50:38.638926+02:00,null,2025-05-30T07:50:38.511794+02:00
68,null,occupe,fonctionnel,en_service,16f4e0e0-243c-4ec0-b994-187dc0f63368,2025-05-30 07:50:29.867836+02:00,null,0d53156a-14a1-4124-940c-1753cd39d9fe,2025-05-30 07:50:29.867821+02:00,null,2025-05-30T07:50:29.744003+02:00
69,fonctionnel,occupe,null,en_service,eda79aa1-6a39-4336-9feb-f75e274b01ec,2025-05-30 07:50:28.800260+02:00,null,8692ea3c-916a-4f22-8aa9-5cb6293cdafb,2025-05-30 07:50:28.800246+02:00,null,2025-05-30T07:50:28.673736+02:00
70,fonctionnel,occupe,null,en_service,09e559e9-c2df-4088-ba85-f5b924737ce5,2025-05-30 07:50:28.671357+02:00,null,ee571455-fb9f-455a-994d-1cff940b48ac,2025-05-30 07:50:28.671342+02:00,null,2025-05-30T07:50:28.535278+02:00
71,null,occupe,fonctionnel,en_service,168f1a66-0ce8-434b-aae1-cbccfbc57988,2025-05-30 07:50:28.650560+02:00,null,6bddc2bd-203d-4d7c-bb58-aa764e0c27a8,2025-05-30 07:50:28.650527+02:00,null,2025-05-30T07:50:28.430355+02:00
72,null,occupe,fonctionnel,en_service,45fb451c-d4e9-49a8-a0ea-07ce78792696,2025-05-30 07:50:28.560964+02:00,null,6d4cd777-b601-4dba-9f97-308a88439630,2025-05-30 07:50:28.560949+02:00,null,2025-05-30T07:50:28.417616+02:00
73,null,occupe,fonctionnel,en_service,50bb0523-8217-427e-ae56-b07e8ee0a7b2,2025-05-30 07:50:27.228601+02:00,null,8f84371b-c9d2-4cc5-a7a8-abec56c443fd,2025-05-30 07:50:27.228587+02:00,null,2025-05-30T07:50:27.118508+02:00
74,null,occupe,fonctionnel,en_service,284c2f8e-cb27-4697-a231-1fca8b25bba5,2025-05-30 07:49:51.769221+02:00,null,fceac019-d680-43f2-971f-a6d91b1144b2,2025-05-30 07:49:51.769204+02:00,null,2025-05-30T07:49:51.468561+02:00
75,null,occupe,fonctionnel,en_service,bca6913b-1709-42c7-afcc-4c12bd8779d8,2025-05-30 07:49:38.571479+02:00,null,93f4f563-8f8b-4dc5-94bb-16a0e85ec458,2025-05-30 07:49:38.571465+02:00,null,2025-05-30T07:49:38.454815+02:00
76,null,occupe,fonctionnel,en_service,bea14412-5c4e-4bae-a06a-a4faf4a78bb2,2025-05-30 07:49:38.328109+02:00,null,b3b698c0-4910-4fd1-b50e-caeeeb737133,2025-05-30 07:49:38.328094+02:00,null,2025-05-30T07:49:38.200614+02:00
77,null,libre,fonctionnel,en_service,bf550d95-df1f-4233-9f57-664831d4db12,2025-05-30 07:49:37.683467+02:00,null,ca2c8e00-755f-4853-ac4b-c90400d709fb,2025-05-30 07:49:37.683453+02:00,null,2025-05-30T07:49:37.556854+02:00
78,null,occupe,fonctionnel,en_service,f98ba720-f327-486d-862e-c59f7c5ab232,2025-05-30 07:49:35.129822+02:00,null,9451cbc6-e7b7-47dd-84d7-bbf0a450d40b,2025-05-30 07:49:35.129809+02:00,null,2025-05-30T07:49:34.993813+02:00
79,null,libre,fonctionnel,en_service,2f88e854-e4bf-473b-8dd5-566f99803199,2025-05-30 07:49:26.986304+02:00,null,fc28ded3-7209-4444-a5bd-8f623ed473b6,2025-05-30 07:49:26.986289+02:00,null,2025-05-30T07:49:26.858338+02:00
80,fonctionnel,libre,null,en_service,cf85b2d3-674c-48cc-a073-ea66a14339f0,2025-05-30 07:49:26.743453+02:00,null,7202ba0d-06e0-45be-b161-06192d58f0c7,2025-05-30 07:49:26.743438+02:00,null,2025-05-30T07:49:26.589149+02:00
81,null,occupe,fonctionnel,en_service,5271e96a-b879-44dc-8694-ab69eecc0ee1,2025-05-30 07:49:26.724030+02:00,null,e2e15770-b979-4e5c-b001-2e33aabb6e60,2025-05-30 07:49:26.724016+02:00,null,2025-05-30T07:49:26.579072+02:00
82,null,libre,fonctionnel,en_service,55792bd5-34ed-453a-ae89-966eee3f089c,2025-05-30 07:49:26.780403+02:00,null,0d65a834-054b-4ac3-b895-4c23f7c4046a,2025-05-30 07:49:26.780388+02:00,null,2025-05-30T07:49:26.572489+02:00
83,null,libre,fonctionnel,en_service,d4440fe8-4801-4ea1-a3a5-197abba0f2e8,2025-05-30 07:49:26.759583+02:00,null,366fbaac-9312-40b2-9ac9-fa4634d62af7,2025-05-30 07:49:26.759549+02:00,null,2025-05-30T07:49:26.549576+02:00
84,null,libre,fonctionnel,en_service,9ad688f3-0190-449d-befb-3b65858fbe6e,2025-05-30 07:49:02.005966+02:00,null,c8472db1-c4c0-4e52-907c-cdd37019a11c,2025-05-30 07:49:02.005953+02:00,null,2025-05-30T07:49:01.875271+02:00
85,null,libre,fonctionnel,en_service,6d056525-f5ce-497d-bc93-b31cbb2a7738,2025-05-30 07:48:57.017413+02:00,null,c7c64674-5860-4c60-acf3-70fe90adb61c,2025-05-30 07:48:57.017400+02:00,null,2025-05-30T07:48:56.887308+02:00
86,null,occupe,fonctionnel,en_service,010553e8-64bc-4889-a61b-468259b89920,2025-05-30 07:48:56.976647+02:00,null,2d132c87-9115-431b-be64-b46780ca949d,2025-05-30 07:48:56.976632+02:00,null,2025-05-30T07:48:56.859156+02:00
87,fonctionnel,libre,null,en_service,a86d364f-39cc-47c7-94c0-e92b19b0542f,2025-05-30 07:48:48.138509+02:00,null,958c5f9f-a0cb-4b28-973a-85bd8747489c,2025-05-30 07:48:48.138496+02:00,null,2025-05-30T07:48:48.010731+02:00
88,null,libre,fonctionnel,en_service,9330b77d-a2e4-4146-9337-3df6180f114f,2025-05-30 07:48:47.378376+02:00,null,ae28f856-79b2-44a5-b2c1-e87302a49911,2025-05-30 07:48:47.378362+02:00,null,2025-05-30T07:48:47.229686+02:00
89,null,occupe,fonctionnel,en_service,02338b7f-52de-4b96-907b-24a8b7e9e12c,2025-05-30 07:48:43.271406+02:00,null,1b4aa5e1-ca28-431f-b8a2-d6c76f6e8c74,2025-05-30 07:48:43.271390+02:00,null,2025-05-30T07:48:43.153128+02:00
90,null,occupe,fonctionnel,en_service,896016ec-5914-4a74-8f3f-7bd5b42a0318,2025-05-30 07:48:26.801385+02:00,null,b53adffc-aa7a-408b-9b33-0f28deab6d97,2025-05-30 07:48:26.801373+02:00,null,2025-05-30T07:48:26.65339+02:00
91,null,inconnu,hors_service,hors_service,79a5d029-5b31-4038-b776-f8b62ad68e77,2025-05-30 07:48:26.769469+02:00,null,c0cd70eb-ebe3-4377-9f32-43749965a8ce,2025-05-30 07:48:26.769456+02:00,null,2025-05-30T07:48:26.646762+02:00
92,fonctionnel,libre,null,en_service,0527141a-9e9a-4d2c-b601-04a914d8f2e9,2025-05-30 07:48:26.086073+02:00,null,929a655a-1675-4f3f-a83f-080cd53a8ec6,2025-05-30 07:48:26.086059+02:00,null,2025-05-30T07:48:25.938527+02:00
93,null,libre,fonctionnel,en_service,d8f0ae9e-dd18-4de3-b01c-acc319d044be,2025-05-30 07:48:08.063046+02:00,null,6d8b8912-caa2-4597-9852-217f9185fe30,2025-05-30 07:48:08.063030+02:00,null,2025-05-30T07:48:07.921419+02:00
94,fonctionnel,libre,null,en_service,246d5171-8b6d-441e-9d5a-d8d9f32036b9,2025-05-30 07:47:53.949558+02:00,null,71bb7cf0-151b-4658-87c2-80736a09a644,2025-05-30 07:47:53.949539+02:00,null,2025-05-30T07:47:53.815178+02:00
95,null,occupe,fonctionnel,en_service,81d1b246-b0a8-46df-a559-a913e9f9a14b,2025-05-30 07:47:53.203917+02:00,null,855744ff-0857-44d0-87ee-8459b0780764,2025-05-30 07:47:53.203900+02:00,null,2025-05-30T07:47:53.065231+02:00
96,fonctionnel,occupe,null,en_service,927976aa-cf14-4eff-b823-227fc81b1591,2025-05-30 07:47:49.807002+02:00,null,53f2e8ad-ae92-4d84-9a53-35411d467889,2025-05-30 07:47:49.806987+02:00,null,2025-05-30T07:47:49.658758+02:00
97,null,occupe,fonctionnel,en_service,8d1302a3-1d0b-485d-9659-b5fe7e51fd98,2025-05-30 07:47:49.322212+02:00,null,25dab30b-7e74-4313-8992-81f41b2a6b72,2025-05-30 07:47:49.322191+02:00,null,2025-05-30T07:47:49.162514+02:00
98,null,occupe,fonctionnel,en_service,0fca3246-ba64-4e39-ba12-cbada08b1148,2025-05-30 07:47:46.051211+02:00,null,26fae134-06af-4688-b5e3-8050e2b3fed8,2025-05-30 07:47:46.051197+02:00,null,2025-05-30T07:47:45.891018+02:00
99,null,libre,fonctionnel,en_service,c67dfcd8-825e-42b0-8bd3-5fff5d77607e,2025-05-30 07:47:40.416929+02:00,null,6d4cd777-b601-4dba-9f97-308a88439630,2025-05-30 07:47:40.416914+02:00,null,2025-05-30T07:47:40.144369+02:00
